Store name,LOCATION,CITY,CM,Wall,Panel Name,BRAND,BRAND Type,Product,Product Type,x,SHELF,Per shelf,Capacity,x.1,PEGS,Per peg,Capacity.1,Unnamed: 18
IMAGINE- HILITE MALL CALICUT,IMAGINE @ HI LITE MALL,CALICUT,RAMANAN,W2,PT1,TPA,,TG/CABLES,,,,,,,18,6,,
IMAGINE- HILITE MALL CALICUT,IMAGINE @ HI LITE MALL,CALICUT,RAMANAN,W2,PT2,TPA,Tekne+,TG/CASES,Phone case,,,,,,18,6,,
IMAGINE- HILITE MALL CALICUT,IMAGINE @ HI LITE MALL,CALICUT,RAMANAN,W2,PT3,TPA,,MAC CASES,,,2,2,,,,,,
IMAGINE- HILITE MALL CALICUT,IMAGINE @ HI LITE MALL,CALICUT,RAMANAN,W2,PT4,TPA,Tekne+,PHONE CASES,Phone case,,,,,,12,6,,
IMAGINE- HILITE MALL CALICUT,IMAGINE @ HI LITE MALL,CALICUT,RAMANAN,W3,PT1,TPA,,MARSHALL AUDIO,,,2,1,,,,,,
IMAGINE- HILITE MALL CALICUT,IMAGINE @ HI LITE MALL,CALICUT,RAMANAN,W3,PT2,TPA,,PULSE 3in1,,,2,6,,,,,,
IMAGINE- HILITE MALL CALICUT,IMAGINE @ HI LITE MALL,CALICUT,RAMANAN,W3,PT3,TPA,,LAPTOP STAND,,,2,3,,,,,,
IMAGINE- HILITE MALL CALICUT,IMAGINE @ HI LITE MALL,CALICUT,RAMANAN,W3,PT4,TPA,,IPAD COVER,,,2,3,,,,,,
IMAGINE- HILITE MALL CALICUT,IMAGINE @ HI LITE MALL,CALICUT,RAMANAN,W4,PM1,APPLE/TPA,,IPAD CASES/TEKNE IPAD CASES,,,,,,,21,4,84,
IMAGINE- HILITE MALL CALICUT,IMAGINE @ HI LITE MALL,CALICUT,RAMANAN,W4,PT1,TPA,Tekne+,PHONE CASES/TG,Phone case,,,,,,48,6,288,
IMAGINE- HILITE MALL CALICUT,IMAGINE @ HI LITE MALL,CALICUT,RAMANAN,W4,PA1,APPLE,,PHONE CASES/ADAPTORS/CABLES,Phone case,,,,,,42,6,252,
IMAGINE- HILITE MALL CALICUT,IMAGINE @ HI LITE MALL,CALICUT,RAMANAN,W4,PA2,APPLE,,TV/MOUSE/KEYBOARD/ACC,,,3,4,12,,,,,
IMAGINE- LULU MALL TRIVANDRUM,"IMAGINE @ LULU MALL, TRIVANDRUM",Trivandrum,Anil,W1,PM-1,"Apple,Gripp,Panzer,Popsocket",,"Strap,lens protector,Popsocket,CarMount",,,,,,,6,8,48,
IMAGINE- LULU MALL TRIVANDRUM,"IMAGINE @ LULU MALL, TRIVANDRUM",Trivandrum,Anil,W1,PT-1,Panzer,,TG,,,,,,,6,6,36,
IMAGINE- LULU MALL TRIVANDRUM,"IMAGINE @ LULU MALL, TRIVANDRUM",Trivandrum,Anil,W1,PT-2,Pulse,,"Cable,PowerBank,Adaptors",,,,,,,6,5,30,
IMAGINE- LULU MALL TRIVANDRUM,"IMAGINE @ LULU MALL, TRIVANDRUM",Trivandrum,Anil,W1,PA -1,Apple,,"Apple Tv,Airpod",,,1,2,2,,,,,
IMAGINE- LULU MALL TRIVANDRUM,"IMAGINE @ LULU MALL, TRIVANDRUM",Trivandrum,Anil,W1,PA -2,Apple,,Case,Phone case,,6,2,12,,,,,
IMAGINE- LULU MALL TRIVANDRUM,"IMAGINE @ LULU MALL, TRIVANDRUM",Trivandrum,Anil,W1,PT-3,Pulse,,ipad and iphone cases,,,3,5,15,,,,,
IMAGINE- LULU MALL TRIVANDRUM,"IMAGINE @ LULU MALL, TRIVANDRUM",Trivandrum,Anil,W1,PT-4,Pulse,Tekne+,Iphone Cases,Phone case,,,,,,6,5,30,
IMAGINE- LULU MALL TRIVANDRUM,"IMAGINE @ LULU MALL, TRIVANDRUM",Trivandrum,Anil,W2,PT-1,JBL,,Speaker,,,1,2,2,,,,,
IMAGINE- LULU MALL TRIVANDRUM,"IMAGINE @ LULU MALL, TRIVANDRUM",Trivandrum,Anil,W2,PT-2,Pulse,,"Powerbank,CarMount",,,,,,,6,5,30,
IMAGINE- LULU MALL TRIVANDRUM,"IMAGINE @ LULU MALL, TRIVANDRUM",Trivandrum,Anil,W2,PT-3,Gravastar,,Speaker,,,1,2,2,,,,,
IMAGINE- LULU MALL TRIVANDRUM,"IMAGINE @ LULU MALL, TRIVANDRUM",Trivandrum,Anil,W2,PT-4,JBL,,Speaker,,,1,2,2,,,,,
IMAGINE- LULU MALL TRIVANDRUM,"IMAGINE @ LULU MALL, TRIVANDRUM",Trivandrum,Anil,W3,PA-1,Apple,,Apple Homepod,,,1,3,3,,,,,
IMAGINE- LULU MALL TRIVANDRUM,"IMAGINE @ LULU MALL, TRIVANDRUM",Trivandrum,Anil,W3,PT-1,"pulse,belkin",,"Sleeves,Surgeprotector,MaganaticPrivacyGuard",,,,,,,3,5,15,
IMAGINE- LULU MALL TRIVANDRUM,"IMAGINE @ LULU MALL, TRIVANDRUM",Trivandrum,Anil,W3,PA-2,Apple,,"Airpods,adaptors",,,1,10,10,,,,,
IMAGINE- LULU MALL TRIVANDRUM,"IMAGINE @ LULU MALL, TRIVANDRUM",Trivandrum,Anil,W3,PT-2,"Marshal,soniclamb,tekne",Tekne+,"Screen Cleaner,headphone,ring",,,1,3,3,,,,,
IMAGINE- LULU MALL TRIVANDRUM,"IMAGINE @ LULU MALL, TRIVANDRUM",Trivandrum,Anil,W3,PA-3,Apple,,"cable,adaptors,watchcharger",,,,,,,6,8,48,
IMAGINE- LULU MALL TRIVANDRUM,"IMAGINE @ LULU MALL, TRIVANDRUM",Trivandrum,Anil,W3,PA-4,Apple,,Iphone,,,1,6,6,,,,,
IMAGINE- LULU MALL KOCHI,IMAGINE @ LULU,CALICUT,RAMANAN,W1,PT1,TPA,,MAC SLEEVES AND PRIVACY FILTER,,,,,,,9,3,27,
IMAGINE- LULU MALL KOCHI,IMAGINE @ LULU,CALICUT,RAMANAN,W1,PA1,APPLE,,IPAD FOLIO,,,,,,,16,3,48,
IMAGINE- LULU MALL KOCHI,IMAGINE @ LULU,CALICUT,RAMANAN,W2,PA1,APPLE,,"AIRPODS, KEYBOARD FOLIO AND PENCIL",,,4,4,16,,,,,
IMAGINE- LULU MALL KOCHI,IMAGINE @ LULU,CALICUT,RAMANAN,W2,PM1,APPLE,,AUDIO,,,,,,,12,3,36,
IMAGINE- LULU MALL KOCHI,IMAGINE @ LULU,CALICUT,RAMANAN,W2,PM2,TPA / APPLE,,Essentials (Power bank/Wall charger/USB cable),,,,,,,45,4,180,
IMAGINE- LULU MALL KOCHI,IMAGINE @ LULU,CALICUT,RAMANAN,W2,PM3,TPA / APPLE,,Essentials (Power bank/Wall charger/USB cable),,,,,,,44,4,176,
IMAGINE- LULU MALL KOCHI,IMAGINE @ LULU,CALICUT,RAMANAN,W3,PM1,TPA / APPLE,Tekne+,IPHONE CASES,Phone case,,,,,,30,4,120,
IMAGINE- LULU MALL KOCHI,IMAGINE @ LULU,CALICUT,RAMANAN,W3,PM2,TPA / APPLE,Tekne+,IPHONE CASES,Phone case,,,,,,30,4,120,
IMAGINE- LULU MALL KOCHI,IMAGINE @ LULU,CALICUT,RAMANAN,W4,PM1,TPA / APPLE,Tekne+,IPHONE CASES,Phone case,,,,,,30,4,120,
IMAGINE- LULU MALL KOCHI,IMAGINE @ LULU,CALICUT,RAMANAN,W4,PM2,TPA / APPLE,Tekne+,"APPLE TV, WATCH AND AIRPODS CASES",Phone case,,1,3,3,,8,3,24,
IMAGINE- FORUM THOMSUN MALL KOCHI,IMAGINE @ FORUM KOCHI,Kochi,Anil,W1,Mixed,"Apple,pulse/Tekne",Tekne+,"Adapter,cables powerbank",,,-,-,-,,84,2,300,
IMAGINE- FORUM THOMSUN MALL KOCHI,IMAGINE @ FORUM KOCHI,Kochi,Anil,W2,Mixed,"Apple,Tekne/pulse,Gripp",Tekne+,"Ipad case,TG",,,-,-,-,,24,1,24,
IMAGINE- FORUM THOMSUN MALL KOCHI,IMAGINE @ FORUM KOCHI,Kochi,Anil,W3,Mixed,"Apple,Tekne/pulse,Gripp",Tekne+,"iphone case,watchstraps,apple TV",Phone case,,-,-,-,,30,1,70,
IMAGINE- FORUM THOMSUN MALL KOCHI,IMAGINE @ FORUM KOCHI,Kochi,Anil,W4,Mixed,"Apple,Tekne/pulse,Gripp",Tekne+,Iphone case and TG,Phone case,,-,-,-,,72,2,150,
IMAGINE- FORUM THOMSUN MALL KOCHI,IMAGINE @ FORUM KOCHI,Kochi,Anil,W5,Mixed,"Tekne/Pulse,Gripp,Belkin",Tekne+,"Laptopbags, Surge protector,laptop stand",,,-,-,-,,21,1,25,
IMAGINE- FORUM THOMSUN MALL KOCHI,IMAGINE @ FORUM KOCHI,Kochi,Anil,W6,Apple,Apple,,"Iphone,ipad,Airpods",,,4,6,25,,-,-,-,
IMAGINE- SM TOWER KOLLAM,IMAGINE @ SM TOWER,Kollam,Anil,W1,mixed panel,"Apple,Tekne,Grip",Tekne+,"iphone cases,Lens protector",Phone case,,-,-,-,,30,5,150,
IMAGINE- SM TOWER KOLLAM,IMAGINE @ SM TOWER,Kollam,Anil,W2,mixed panel,"Apple,panzer,Gripp",Tekne+,"Iphone cases,TG",Phone case,,-,-,-,,30,5,150,
IMAGINE- SM TOWER KOLLAM,IMAGINE @ SM TOWER,Kollam,Anil,W3,mixed panel,"Riva,Tekne",Tekne+,"Laptop Bags,Ipad Cases,Privacy filters",,,-,-,-,,9,1,9,
IMAGINE- SM TOWER KOLLAM,IMAGINE @ SM TOWER,Kollam,Anil,W4,Apple panel,Apple,,"Apple Keyboard,Ipad,Iphone,pencil,Airpods,Mouse",,,4,5,20,,-,-,-,
IMAGINE- SM TOWER KOLLAM,IMAGINE @ SM TOWER,Kollam,Anil,W5,mixed panel,"Gripp,Belkin,Fuelbox,powerup",,"Surge protector,airpod cases,Cables,headphones,Car mount,Car holder etc",,,-,-,-,,12,2,24,
IMAGINE- SM TOWER KOLLAM,IMAGINE @ SM TOWER,Kollam,Anil,W6,mixed panel,"Apple,Gripp,Logitech",Tekne+,"ipad cases,Keyboard,Ipad TG,Airpods Cases",Phone case,,-,-,-,,16,1,16,
IMAGINE- SM TOWER KOLLAM,IMAGINE @ SM TOWER,Kollam,Anil,W7,mixed panel,"Apple,Tekne",Tekne+,"Adaptors,Cables,ear pods,Power bank,Cables,Multiport Adaptors,Airtags,Magsafe",,,-,-,-,,42,5,210,
IMAGINE- SM TOWER KOLLAM,IMAGINE @ SM TOWER,Kollam,Anil,W8,mixed panel,"Apple,Hypine,Gripp",,"Apple TV,Watch Straps,Gripp",,,2,1,2,,8,2,16,
0,IMAGINE @ LULU KOZHIKODE,KOZHIKODE,RAMANAN,W1,PT,"BEATS, MARSHALL",,AUDIO,,,,,,,12,1,12,
0,IMAGINE @ LULU KOZHIKODE,KOZHIKODE,RAMANAN,W1,PM,"APPLE,TEKNE,PULSE,POWERUP",Tekne+,PHONE ACCESSORIES AND MAC ACCESSORIES,,,,,,,88,3,264,
0,IMAGINE @ LULU KOZHIKODE,KOZHIKODE,RAMANAN,W1,PM,"APPLE,TEKNE,PULSE,PANZER",Tekne+,PHONE CASE AND TG,Phone case,,,,,,60,4,240,
0,IMAGINE @ LULU KOZHIKODE,KOZHIKODE,RAMANAN,W1,PM,"APPLE,GRIP, PULSE,AMAZING THING",Tekne+,"PHONE CASE,WATCH STRAP",Phone case,,,,,,28,6,168,
0,IMAGINE @ LULU KOZHIKODE,KOZHIKODE,RAMANAN,W1,PA2,APPLE,,"PHONE,AIRPODS,TABLET ACC,WATCH ACC,MACBOOK ACC",,,,4,37,,,,,
0,IMAGINE @ LULU KOZHIKODE,KOZHIKODE,RAMANAN,W2,PM,"GRIP,TEKNE RIVACASE",Tekne+,"TABLET CASE,MACBOOK ACC",,,,,,,9,2,18,
0,IMAGINE @ LULU KOZHIKODE,KOZHIKODE,RAMANAN,W2,PA,APPLE,,TBLET CASE,,,,,,,12,1,12,
IMAGINE- THE MIRAGE UDUPI,"IMAGINE @ MANIPAL ROAD, UDUPI",UDUPI,SRIJITH,W1,PA1,APPLE,,APPLE TV / Essentials (Wall charger / cable/ Earphones),,,2,2,4,,8,6,48,
IMAGINE- THE MIRAGE UDUPI,"IMAGINE @ MANIPAL ROAD, UDUPI",UDUPI,SRIJITH,W1,PA2,APPLE,,Audio / phones / Mac and Ipad Acc,,,3,15,45,,0,0,0,
IMAGINE- THE MIRAGE UDUPI,"IMAGINE @ MANIPAL ROAD, UDUPI",UDUPI,SRIJITH,W2,PM1,APPLE,,Clear Cases / Silicon / Laether cases,Phone case,,0,0,0,,12,6,72,
IMAGINE- THE MIRAGE UDUPI,"IMAGINE @ MANIPAL ROAD, UDUPI",UDUPI,SRIJITH,W2,PM1,TPA,Tekne+,Clear Cases / Silicon/ Matt cases,Phone case,,0,0,0,,18,6,108,
IMAGINE- THE MIRAGE UDUPI,"IMAGINE @ MANIPAL ROAD, UDUPI",UDUPI,SRIJITH,W2,PM2,APPLE,,Clear Cases / Silicon / Laether cases,Phone case,,0,0,0,,12,6,72,
IMAGINE- THE MIRAGE UDUPI,"IMAGINE @ MANIPAL ROAD, UDUPI",UDUPI,SRIJITH,W2,PM2,TPA,Tekne+,Clear Cases / Silicon/ Matt cases,Phone case,,0,0,0,,18,6,108,
IMAGINE- THE MIRAGE UDUPI,"IMAGINE @ MANIPAL ROAD, UDUPI",UDUPI,SRIJITH,W3,PM3,APPLE,,Watch band,,,0,0,0,,7,5,35,
IMAGINE- THE MIRAGE UDUPI,"IMAGINE @ MANIPAL ROAD, UDUPI",UDUPI,SRIJITH,W3,PM3,TPA,,Watch glass/Camera lens protector / Wall chargers / powerbanks / cables,,,0,0,0,,28,5,140,
IMAGINE- THE MIRAGE UDUPI,"IMAGINE @ MANIPAL ROAD, UDUPI",UDUPI,SRIJITH,W3,PM4,TPA,,Sleeves/Laptop bags / Hard Shells,,,0,0,0,,6,4,24,
IMAGINE- THE MIRAGE UDUPI,"IMAGINE @ MANIPAL ROAD, UDUPI",UDUPI,SRIJITH,W4,PM5,APPLE,,Ipad cases,,,0,0,0,,4,3,12,
IMAGINE- THE MIRAGE UDUPI,"IMAGINE @ MANIPAL ROAD, UDUPI",UDUPI,SRIJITH,W4,PM5,TPA,,Ipad cases / Ipad TG,,,0,0,0,,8,4,32,
IMAGINE- THE MIRAGE UDUPI,"IMAGINE @ MANIPAL ROAD, UDUPI",UDUPI,SRIJITH,W4,PM6,APPLE,,Essentials (Wall charger /cable / pencil tips /mac hub ),,,0,0,0,,21,5,105,
IMAGINE- THE MIRAGE UDUPI,"IMAGINE @ MANIPAL ROAD, UDUPI",UDUPI,SRIJITH,W4,PM6,TPA,,(Wall charger /cable / pencil tips /mac hub ),,,0,0,0,,14,4,56,
IMAGINE- MC ROAD THIRUVALLA,IMAGINE @ MC ROAD,THIRUVALLA,Anil,W1,mixed panel,"Apple,Tekne,Panzer",Tekne+,"iphone cases, TG",Phone case,,,,,,6,5,30,
IMAGINE- MC ROAD THIRUVALLA,IMAGINE @ MC ROAD,THIRUVALLA,Anil,W2,mixed panel,"Apple,Tekne,Grip,Panzer",Tekne+,"iphone cases,Lens protector, TG",Phone case,,,,,,6,5,30,
IMAGINE- MC ROAD THIRUVALLA,IMAGINE @ MC ROAD,THIRUVALLA,Anil,W3,mixed panel,"Apple ,Tekne,Grip,Tucano",Tekne+,"Ipad case, TG",,,,,,,4,5,20,
IMAGINE- MC ROAD THIRUVALLA,IMAGINE @ MC ROAD,THIRUVALLA,Anil,W4,Apple Panel,Apple,,"Apple Keyboard,Iphone,pencil,Airpods,Mouse, Apple Watch",,,4,5,20,,,0,0,
IMAGINE- MC ROAD THIRUVALLA,IMAGINE @ MC ROAD,THIRUVALLA,Anil,W5,mixed panel,"Apple,Tekne",Tekne+,"Adaptors,Cables,Multiport Adaptors,Airtags,Magsafe",,,,,,,8,5,40,
IMAGINE- MC ROAD THIRUVALLA,IMAGINE @ MC ROAD,THIRUVALLA,Anil,W6,mixed panel,"Apple,Tekne,Hyphen,Grip,Fuelbox",Tekne+,"Cabels , ear pods,pencil tip, card holder, Airpod case,adaptors, carmount,powe bank ,Multiport Hub",,,,,,,8,5,40,
IMAGINE- MC ROAD THIRUVALLA,IMAGINE @ MC ROAD,THIRUVALLA,Anil,W7,mixed panel,"Apple,Grip,panzer",,"Watch Straf, Watch Case, Carmount, Cables, Cleaning Solution",,,,,,,5,5,25,
IMAGINE- MC ROAD THIRUVALLA,IMAGINE @ MC ROAD,THIRUVALLA,Anil,W8,mixed panel,"Tucano,belkin,tekne",Tekne+,"Surge protector, Laptop case, privacy filter",,,,,,,3,5,15,
IMAGINE- MC ROAD THIRUVALLA,IMAGINE @ MC ROAD,THIRUVALLA,Anil,W9,mixed panel,"Apple, Marshal",,"Apple TV, Marshal speker",,,2,2,4,,,,,
IMAGINE- KMC KOLLAM,IMAGINE @ KOLLAM,KOLLAM,Anil,W1,Mixed Panel,"Apple, Tekne, Panzer",Tekne+,"Phone cases, Watch strap",Phone case,,-,-,-,,24,5,120,
IMAGINE- KMC KOLLAM,IMAGINE @ KOLLAM,KOLLAM,Anil,W2,Mixed Panel,"Gripp, Tekne, Panzer",Tekne+,"Phone Cases, iPhone Tempered Glass, iPad Cases",,,-,-,-,,24,5,120,
IMAGINE- KMC KOLLAM,IMAGINE @ KOLLAM,KOLLAM,Anil,W3,Mixed Panel,"Tekne, Panzer",Tekne+,"Power bank, Lens protector, iPad Cases, Hub, Cables",,,-,-,-,,20,5,100,
IMAGINE- KMC KOLLAM,IMAGINE @ KOLLAM,KOLLAM,Anil,W4,Mixed Panel,"Apple, Gripp, Powerup",,"Adaptors,Cables,ear pods,Cables, Airpods case, Magsafe",,,2,8,16,,20,5,100,
IMAGINE- KMC KOLLAM,IMAGINE @ KOLLAM,KOLLAM,Anil,W5,Apple Panel,Apple,,"Phones, Airpods, Cables, Adaptors, Airtag, Pencil, Magic Keyboard, Watches, Magic Mouse",,,3,8,24,,16,4,64,
IMAGINE- KMC KOLLAM,IMAGINE @ KOLLAM,KOLLAM,Anil,W6,Apple Panel,"Apple, Marshall",,"Apple TV 4K, Homepod Mini, Marshall Speakers",,,2,1,2,,2,2,4,
IMAGINE- PATTOM TRIVANDRUM,IMAGINE @ PATTOM,PATTOM,Anil,W1,Mixed Panel,"Tucano, Tekne, Panzer,Gripp, Powerup",Tekne+,"Phone Cases, iPhone Tempered Glass, iPad Cases, Lens protector, iPad Cases ,car charger",Phone case,,,,,,22,5,110,
IMAGINE- PATTOM TRIVANDRUM,IMAGINE @ PATTOM,PATTOM,Anil,W2,Mixed Panel,"Gripp, Panzer,Belkin",Tekne+,"Phone cases, Belkin surge protector",Phone case,,,,,,22,5,110,
IMAGINE- PATTOM TRIVANDRUM,IMAGINE @ PATTOM,PATTOM,Anil,W3,Mixed Panel,"Apple,Tekne",Tekne+,Phone Case,Phone case,,,,,,30,5,150,
IMAGINE- PATTOM TRIVANDRUM,IMAGINE @ PATTOM,PATTOM,Anil,W4,Mixed Panel,"Tekne,Panzer",Tekne+,"Adaptors,Cables,Cable,watch straps, camera lens protector",,,,,,,35,5,175,
IMAGINE- PATTOM TRIVANDRUM,IMAGINE @ PATTOM,PATTOM,Anil,W5,Apple Panel,Apple,,"Cabels,watch straps,connectors,earpods,magsafe chargers",,,,,,,40,5,200,
IMAGINE- PATTOM TRIVANDRUM,IMAGINE @ PATTOM,PATTOM,Anil,W6,Apple Panel,Apple,,"Phones, Airpods, Pencil, Magic Keyboard, Watches, Magic Mouse,adaptors",,,3,5,21,,5,25,125,
IMAGINE- SOBHA CITY THRISSUR,IMAGINE @ SOBHA MALL,Thrissur,Anil,W1,Mixed Panel,"Gripp, Rivacase, Belkin",,"Bags, Surge protector",,,-,-,-,,10,1,10,
IMAGINE- SOBHA CITY THRISSUR,IMAGINE @ SOBHA MALL,Thrissur,Anil,W2,Mixed Panel,"TEKNE, Gripp, Pulse",Tekne+,"Bags, Magnetic filter, Ipad cases",,,-,-,-,,9,1,9,
IMAGINE- SOBHA CITY THRISSUR,IMAGINE @ SOBHA MALL,Thrissur,Anil,W3,Mixed Panel,"Apple, Tekne",Tekne+,iPad cases,,,-,-,-,,12,1,12,
IMAGINE- SOBHA CITY THRISSUR,IMAGINE @ SOBHA MALL,Thrissur,Anil,W4,Mixed Panel,"APPLE, Tekne, Pulse, Gripp, Panzer",Tekne+,IPHONE CASEs,Phone case,,-,-,-,,45,5,225,
IMAGINE- SOBHA CITY THRISSUR,IMAGINE @ SOBHA MALL,Thrissur,Anil,W5,Mixed Panel,"APPLE, Tekne, Pulse",Tekne+,IPHONE CASEs,Phone case,,-,-,-,,30,3,90,
IMAGINE- SOBHA CITY THRISSUR,IMAGINE @ SOBHA MALL,Thrissur,Anil,W6,Mixed Panel,"APPLE, Tekne, Pulse, Gripp, Panzer",Tekne+,"Adaptors, cables, Powerbanks, Multiport adaptors",,,,,,,44,5,220,
IMAGINE- SOBHA CITY THRISSUR,IMAGINE @ SOBHA MALL,Thrissur,Anil,W7,Apple Panel,Apple,,"IPHONES, Aipods, Pencils, Magic mouse",,,4,5,20,,-,-,-,
IMAGINE- SOBHA CITY THRISSUR,IMAGINE @ SOBHA MALL,Thrissur,Anil,W8,Apple Panel,Apple,,"Apple TV, Magsafe adaptor, Airtags",,,1,1,1,,5,1,5,
IMAGINE- WEST FORT PALACE THRISSUR,IMAGINE @ THRISSUR,Thrissur,Anil Kumar R,W1,PM,"Tucano, Gripp",,"Bags, Sleeves",,,,,,,9,2,18,
IMAGINE- WEST FORT PALACE THRISSUR,IMAGINE @ THRISSUR,Thrissur,Anil Kumar R,W1,PM,"Apple, Tekne, PanzerGlass",Tekne+,"iPad Case, Lens Protector, iPhone TG",,,,,,,18,7,126,
IMAGINE- WEST FORT PALACE THRISSUR,IMAGINE @ THRISSUR,Thrissur,Anil Kumar R,W1,PM,"Apple, Tekne, PanzerGlass",Tekne+,iPhone Case,Phone case,,,,,,30,8,240,
IMAGINE- WEST FORT PALACE THRISSUR,IMAGINE @ THRISSUR,Thrissur,Anil Kumar R,W2,PM,"Apple, Tekne, Gripp",Tekne+,"Cables, Adaptors, Power Banks, Watch Bands",,,,,,,48,8,384,
IMAGINE- WEST FORT PALACE THRISSUR,IMAGINE @ THRISSUR,Thrissur,Anil Kumar R,W2,PA,Apple,,"iPhone, Airpods, Mac Accessories",,,3,6,18,,6,2,12,
IMAGINE- WEST FORT PALACE THRISSUR,IMAGINE @ THRISSUR,Thrissur,Anil Kumar R,W2,PA,Apple,,"Apple TV, Earpods",,,1,5,5,,6,7,42,
IMAGINE- EXPRESS AVENUE CHENNAI,IMAGINE @ EXPRESS AVENUE,CHENNAI,RAMANAN,W1,PM,Apple & Tekne,Tekne+,Apple Case & Tekne Cables,Phone case,,8,36,10,,6,10,60,
IMAGINE- EXPRESS AVENUE CHENNAI,IMAGINE @ EXPRESS AVENUE,CHENNAI,RAMANAN,W1,PT,Pulse,Tekne,"Wireless,Powerbank,Cables,Adaptors",,,9,5,45,,6,5,30,
IMAGINE- EXPRESS AVENUE CHENNAI,IMAGINE @ EXPRESS AVENUE,CHENNAI,RAMANAN,W1,PT,Tekne,Tekne,Cases,Phone case,,8,8,64,,6,8,48,
IMAGINE- EXPRESS AVENUE CHENNAI,IMAGINE @ EXPRESS AVENUE,CHENNAI,RAMANAN,W2,PT,Tucano,,"Sleeves,Bag",,,5,5,25,,0,0,0,
IMAGINE- EXPRESS AVENUE CHENNAI,IMAGINE @ EXPRESS AVENUE,CHENNAI,RAMANAN,W2,PT,Gripp & Tucano,,"Sleeves,Bag",,,5,5,25,,0,0,0,
IMAGINE- EXPRESS AVENUE CHENNAI,IMAGINE @ EXPRESS AVENUE,CHENNAI,RAMANAN,W2,PM,"Panzer,Gripp",,"Panzer Case,Airpods Case,bag",,,4,10,40,,6,6,30,
IMAGINE- EXPRESS AVENUE CHENNAI,IMAGINE @ EXPRESS AVENUE,CHENNAI,RAMANAN,W2,PT,Tekne,Tekne,iPad Case Tekne,,,0,0,0,,4,5,20,
IMAGINE- EXPRESS AVENUE CHENNAI,IMAGINE @ EXPRESS AVENUE,CHENNAI,RAMANAN,W2,PM,Gripp & Panzer,Tekne+,"Cases,Tempered glass",Phone case,,0,0,0,,6,10,60,
IMAGINE- EXPRESS AVENUE CHENNAI,IMAGINE @ EXPRESS AVENUE,CHENNAI,RAMANAN,W2,PA,Apple Adaptor,,"Cables,Earphones,Airtag,Magsafe",,,0,0,0,,6,10,60,
IMAGINE- EXPRESS AVENUE CHENNAI,IMAGINE @ EXPRESS AVENUE,CHENNAI,RAMANAN,W2,PA,Apple,,"Keyboard,Mouse,Adaptor",,,3,3,9,,0,0,0,
IMAGINE- EXPRESS AVENUE CHENNAI,IMAGINE @ EXPRESS AVENUE,CHENNAI,RAMANAN,W2,PA,Apple,,"Magic Keyboard,Pencil",,,2,5,10,,0,0,0,
IMAGINE- TTK ROAD CHENNAI,IMAGINE @ TTK ROAD,CHENNAI,RAMANAN,W1,PT,TEKNE AND PULSE,Tekne,"Tekne hub and cables , Pulse adapter and cables",,,8,9,72,,72,8,576,
IMAGINE- TTK ROAD CHENNAI,IMAGINE @ TTK ROAD,CHENNAI,RAMANAN,W2,PT,"RIVACASE ,TUCANO AND PULSE",,Bags and Sleeves,,,5,3,15,,15,4,60,
IMAGINE- TTK ROAD CHENNAI,IMAGINE @ TTK ROAD,CHENNAI,RAMANAN,W3,PA,APPLE,,"ADAPTER ,CABLES AND KEYBOARD",,,10,11,110,,110,3,330,
IMAGINE- TTK ROAD CHENNAI,IMAGINE @ TTK ROAD,CHENNAI,RAMANAN,W4,PM,"APPLE,GRIPP,PAnzer AND PULSE",Tekne+,"APPLE,GRIPP AND PULSE CASES ,TG ,LENS PROTECTOR",Phone case,,8,9,72,,72,3,360,
IMAGINE- TTK ROAD CHENNAI,IMAGINE @ TTK ROAD,CHENNAI,RAMANAN,W5,PM,"APPLE ,PANZER",,"APPLE ,PANZER Cases",,,8,9,72,,72,3,360,
IMAGINE- TTK ROAD CHENNAI,IMAGINE @ TTK ROAD,CHENNAI,RAMANAN,W6,PM,"APPLE ,TEKNE",Tekne+,"APPLE ,TEKNE Cases",Phone case,,8,9,72,,72,3,360,
IMAGINE- TTK ROAD CHENNAI,IMAGINE @ TTK ROAD,CHENNAI,RAMANAN,W7,PM,"APPLE ,PANZER AND GRIPP",,"APPLE BANDS AND GRIPP AIRPODS ,PANZER WATCH CASE",,,6,8,48,,48,3,144,
IMAGINE- TTK ROAD CHENNAI,IMAGINE @ TTK ROAD,CHENNAI,RAMANAN,W8,PT,TEKNE AND GRIPP,Tekne+,TEKNE AND GRIPP CASES,Phone case,,5,5,25,,25,4,100,
IMAGINE- TTK ROAD CHENNAI,IMAGINE @ TTK ROAD,CHENNAI,RAMANAN,W9,PT,"Apple, Marshall, Ultrahuman",,"Airpods max, Marshall Speakers, ultrahuman rings",,,7,5,25,,0,0,0,
IMAGINE- NEXUS VIJAYA MALL CHENNAI,IMAGINE @ VADAPALANI,CHENNAI,RAMANAN,W1,PM,Apple Cases &Pulse,Tekne+,Apple Iphone cases & Pulse Phone Cases,Phone case,,7,21,10,,6,10,60,
IMAGINE- NEXUS VIJAYA MALL CHENNAI,IMAGINE @ VADAPALANI,CHENNAI,RAMANAN,W2,TPA,TEKNE &PULSE,Tekne,Phone cases,Phone case,,7,10,10,,6,10,60,
