Store name,LOCATION,CITY,CM,Wall,Panel Name,BRAND,BRAND Type,Product,Product Type,x,SHELF,Per shelf,Capacity,x.1,PEGS,Per peg,Capacity.1,Unnamed: 18
IMAGINE- NEXUS VIJAYA MALL CHENNAI,IMAGINE @ VADAPALANI,CHENNAI,RAMANAN,W3,TPA,TEKNE &PULSE,Tekne,"Tekne Gaget Organiser,Tekne Fast charhing cable, tekne USB-C hUB,pULSE WC& CARMOUNT",,,7,5,20,,0,0,0,
IMAGINE- NEXUS VIJAYA MALL CHENNAI,IMAGINE @ VADAPALANI,CHENNAI,RAMANAN,W4,PM,"Apple,Gripp,Pulse",,"Apple straps, Gripp watch straps & pulse watch straps",,,3,5,5,,6,4,24,
IMAGINE- NEXUS VIJAYA MALL CHENNAI,IMAGINE @ VADAPALANI,CHENNAI,RAMANAN,W5,PA,Apple,,"airpods,Apple type c adaptors,keyboard,mouse",,,6,8,48,,0,0,0,
IMAGINE- NEXUS VIJAYA MALL CHENNAI,IMAGINE @ VADAPALANI,CHENNAI,RAMANAN,W6,PA,Apple,,"ipads, Pencil,ipad KEYBOARD",,,6,3,18,,0,0,0,
IMAGINE- NEXUS VIJAYA MALL CHENNAI,IMAGINE @ VADAPALANI,CHENNAI,RAMANAN,W7,PA,APPLE,,IPHONES ALL MODELS,,,7,25,24,,0,0,0,
IMAGINE- NEXUS VIJAYA MALL CHENNAI,IMAGINE @ VADAPALANI,CHENNAI,RAMANAN,W8,TPA,"GRIPP, TUCANNO",,BAGS AND SLEEVES,,,6,5,30,,0,0,0,
IMAGINE- NEXUS VIJAYA MALL CHENNAI,IMAGINE @ VADAPALANI,CHENNAI,RAMANAN,W9,PM,"Apple,Pulse,Gripp",,"Apple Accessories,Gripp, Pulse",,,6,10,60,,6,10,60,
IMAGINE- AMPA SKYWALK CHENNAI,IMAGINE @ AMPA,Chennai,Ramanan,w1,PA,APPLE,,Adapters & Cables,,,5,8,8,,24,3,7,
IMAGINE- AMPA SKYWALK CHENNAI,IMAGINE @ AMPA,Chennai,Ramanan,w1,PT,PULSE,Tekne+,CASE,Phone case,,,8,8,,16,3,7,
IMAGINE- AMPA SKYWALK CHENNAI,IMAGINE @ AMPA,Chennai,Ramanan,W2,PA,APPLE,,CASE,Phone case,,5,7,7,,14,3,9,
IMAGINE- AMPA SKYWALK CHENNAI,IMAGINE @ AMPA,Chennai,Ramanan,W2,PT,GRIPP,Tekne+,CASE,Phone case,,,7,7,,7,5,9,
IMAGINE- AMPA SKYWALK CHENNAI,IMAGINE @ AMPA,Chennai,Ramanan,W2,PT,PULSE,Tekne+,CASE,Phone case,,,7,7,,14,3,8,
IMAGINE- AMPA SKYWALK CHENNAI,IMAGINE @ AMPA,Chennai,Ramanan,W3,PA,APPLE,,CASE,Phone case,,5,6,6,,6,1,7,
IMAGINE- AMPA SKYWALK CHENNAI,IMAGINE @ AMPA,Chennai,Ramanan,W3,PT,GRIPP,Tekne+,CASE,Phone case,,,6,6,,6,3,8,
IMAGINE- AMPA SKYWALK CHENNAI,IMAGINE @ AMPA,Chennai,Ramanan,W3,PT,PULSE,Tekne+,CASE,Phone case,,,6,6,,12,1,8,
IMAGINE- AMPA SKYWALK CHENNAI,IMAGINE @ AMPA,Chennai,Ramanan,W3,PT,PANZER,,TG,,,,6,6,,6,5,9,
IMAGINE- AMPA SKYWALK CHENNAI,IMAGINE @ AMPA,Chennai,Ramanan,W4,PA,APPLE,,CASE,Phone case,,5,6,6,,6,1,7,
IMAGINE- AMPA SKYWALK CHENNAI,IMAGINE @ AMPA,Chennai,Ramanan,W4,PT,GRIPP,Tekne+,CASE,Phone case,,,6,6,,6,3,8,
IMAGINE- AMPA SKYWALK CHENNAI,IMAGINE @ AMPA,Chennai,Ramanan,W4,PT,PULSE,Tekne+,CASE,Phone case,,,6,6,,12,1,8,
IMAGINE- AMPA SKYWALK CHENNAI,IMAGINE @ AMPA,Chennai,Ramanan,W4,PT,PANZER,,TG,,,,6,6,,6,5,9,
IMAGINE- AMPA SKYWALK CHENNAI,IMAGINE @ AMPA,Chennai,Ramanan,W5,PT,PANZER,,CAMERA LENS,,,5,6,6,,6,2,8,
IMAGINE- AMPA SKYWALK CHENNAI,IMAGINE @ AMPA,Chennai,Ramanan,W5,PT,GRIPP,,CAMERA LENS,,,,6,6,,18,2,8,
IMAGINE- AMPA SKYWALK CHENNAI,IMAGINE @ AMPA,Chennai,Ramanan,W5,PT,PULSE,,WATCH BAND,,,,6,6,,6,2,8,
IMAGINE- AMPA SKYWALK CHENNAI,IMAGINE @ AMPA,Chennai,Ramanan,W6,PA,APPLE,,APPLE TV,,,2,1,4,,-,-,-,
IMAGINE- AMPA SKYWALK CHENNAI,IMAGINE @ AMPA,Chennai,Ramanan,W6,PT,GRIPP,,CAMERA LENS,,,,8,8,,8,2,7,
IMAGINE- AMPA SKYWALK CHENNAI,IMAGINE @ AMPA,Chennai,Ramanan,W7,PA,APPLE,,IPAD CASE,,,3,4,4,,4,1,1,
IMAGINE- AMPA SKYWALK CHENNAI,IMAGINE @ AMPA,Chennai,Ramanan,W7,PT,PULSE,,IPAD CASE,,,,4,4,,4,1,1,
IMAGINE- AMPA SKYWALK CHENNAI,IMAGINE @ AMPA,Chennai,Ramanan,W7,PT,TUCANO,,IPAD TG,,,,4,4,,4,1,1,
IMAGINE- AMPA SKYWALK CHENNAI,IMAGINE @ AMPA,Chennai,Ramanan,W8,PA,APPLE,,IPAD CASE,,,3,4,4,,4,1,1,
IMAGINE- AMPA SKYWALK CHENNAI,IMAGINE @ AMPA,Chennai,Ramanan,W8,PT,PULSE,,IPAD CASE,,,,4,4,,4,1,1,
IMAGINE- AMPA SKYWALK CHENNAI,IMAGINE @ AMPA,Chennai,Ramanan,W8,PT,GRIPP,,IPAD TG,,,,4,4,,4,1,1,
IMAGINE- AMPA SKYWALK CHENNAI,IMAGINE @ AMPA,Chennai,Ramanan,W9,PT,TUCANO,,BAGS & SLEEVES,,,3,2,2,,2,3,3,
IMAGINE- AMPA SKYWALK CHENNAI,IMAGINE @ AMPA,Chennai,Ramanan,W9,PT,GRIPP,,BAGS & SLEEVES,,,,2,2,,2,3,3,
IMAGINE- AMPA SKYWALK CHENNAI,IMAGINE @ AMPA,Chennai,Ramanan,W9,PT,PULSE,,PRIVACY FILTER,,,,2,2,,2,3,3,
IMAGINE- AMPA SKYWALK CHENNAI,IMAGINE @ AMPA,Chennai,Ramanan,W10,PT,TUCANO,,BAGS & SLEEVES,,,3,2,2,,2,3,3,
IMAGINE- AMPA SKYWALK CHENNAI,IMAGINE @ AMPA,Chennai,Ramanan,W10,PT,GRIPP,,BAGS & SLEEVES,,,,2,2,,2,3,3,
IMAGINE- AMPA SKYWALK CHENNAI,IMAGINE @ AMPA,Chennai,Ramanan,W10,PT,BELKIN,,SPIKE BUSTER,,,,2,2,,2,3,3,
IMAGINE- AMPA SKYWALK CHENNAI,IMAGINE @ AMPA,Chennai,Ramanan,W11,PT,GRIPP,,CAR MOUNT,,,4,5,5,,5,2,3,
IMAGINE- AMPA SKYWALK CHENNAI,IMAGINE @ AMPA,Chennai,Ramanan,W11,PT,PULSE,,Adapters & Cables,,,,5,5,,15,3,4,
IMAGINE- AMPA SKYWALK CHENNAI,IMAGINE @ AMPA,Chennai,Ramanan,W12,PA,APPLE,,PHONES & ACCESSORIES,,,4,6,6,,-,-,-,
IMAGINE- CHROMEPET CHENNAI,IMAGINE @ CHROMEPET,CHENNAI,RAMANAN,W1,PM,"APPLE, TEKNE, PULSE, POWERUP",Tekne+,"Earphones,Airtag,Magsafe ,Wireless Powerbank,Cables,Adaptors",,,3,6,8,,2,,144,
IMAGINE- CHROMEPET CHENNAI,IMAGINE @ CHROMEPET,CHENNAI,RAMANAN,W2,PM,"APPLE, TEKNE",Tekne+,"Ipad folio, Ipad Case, Gadget Organisers",,,2,4,8,,1,,32,
IMAGINE- CHROMEPET CHENNAI,IMAGINE @ CHROMEPET,CHENNAI,RAMANAN,W3,PT,"TUCANO, RIVACASE, GRIPP",,"Bags, Macbook Hardshell",,,2,3,6,,1,,18,
IMAGINE- CHROMEPET CHENNAI,IMAGINE @ CHROMEPET,CHENNAI,RAMANAN,W4,PM,"PANZERGLASS, APPLE",,"Apple TV+, Gadget cleaner Spray",,,2,1,8,,1,,8,
IMAGINE- CHROMEPET CHENNAI,IMAGINE @ CHROMEPET,CHENNAI,RAMANAN,W5,PM,"APPLE, PULSE, TEKNE, GRIPP",Tekne+,"Apple Cases, Tekne iPhone cases, Pulse iphone Cases, Gripp Iphone cases",Phone case,,3,5,18,,2,,90,
IMAGINE- CHROMEPET CHENNAI,IMAGINE @ CHROMEPET,CHENNAI,RAMANAN,W6,PM,"APPLE, GRIPP, PANZERGLASS, AMAZING THINGS",,"Gripp iphone TG, Lens Protector & Cases, Pulse Watch Strap, Apple Watch Strap, Panzerglass TG & Lens Protectors",,,2,6,12,,2,,70,
IMAGINE- CHROMEPET CHENNAI,IMAGINE @ CHROMEPET,CHENNAI,RAMANAN,W7,PT,"PULSE, TUCANO, BELKIN, TEKNE, GRIPP",Tekne+,"MacBook Privacy Screen, Tekne Ipad Cases, Gripp iPAd TG, Sleeves, Surge Protectors",Phone case,,2,3,6,,1,,18,
IMAGINE- CHROMEPET CHENNAI,IMAGINE @ CHROMEPET,CHENNAI,RAMANAN,W8,PA,APPLE,,"Iphones, Ipad cases, Airpods, Apple pencils, Magic Keyboards, Magic Mouse, Apple Watch",Phone case,,4,5,5,,,,,
IMAGINE- PERAVALLUR CHENNAI,IMAGINE @ PERAMBUR,Chennai,Ramanan,W1,PM,Apple & Pulse,Tekne+,Apple Iphone cases & Pulse Phone Cases,Phone case,,5,12,10,,12,5,12,
IMAGINE- PERAVALLUR CHENNAI,IMAGINE @ PERAMBUR,Chennai,Ramanan,W2,PM,Apple & Grip,Tekne+,"Apple iphone cases, Grip phone cases & Grip TG",Phone case,,5,12,10,,12,6,12,
IMAGINE- PERAVALLUR CHENNAI,IMAGINE @ PERAMBUR,Chennai,Ramanan,W3,PT,Beats & Grip,,Beats BT Headphones & Grip Camera Lens Protect,,,4,6,6,,5,5,5,
IMAGINE- PERAVALLUR CHENNAI,IMAGINE @ PERAMBUR,Chennai,Ramanan,W4,PM,Apple & Pulse,,"Apple adapter, cables earphones & Pulse adapters, powerbank, & Cables",,,6,24,15,,24,5,20,
IMAGINE- PERAVALLUR CHENNAI,IMAGINE @ PERAMBUR,Chennai,Ramanan,W5,PM,"Apple, Grip & Pluse",,"Apple iPad cases, Grip iPad Cases & Pulse iPad cases",,,4,8,8,,8,1,6,
IMAGINE- PERAVALLUR CHENNAI,IMAGINE @ PERAMBUR,Chennai,Ramanan,W6,PT,"Pulse, Amazething, belkin",,"Pulse Privacy filter, belkin surge protector & Amazething mac case",,,3,5,5,,5,2,5,
IMAGINE- PERAVALLUR CHENNAI,IMAGINE @ PERAMBUR,Chennai,Ramanan,W7,PM,Apple & Pulse,,Apple Tv & Pulse spary & organiser,,,1,4,5,,4,3,4,
IMAGINE- APARNA NEO MALL HYDERABAD,IMAGINE @ APARNA MALL,hyderabad,priya,W1,PA,APPLE,,CASE,Phone case,,,,,,6,6,36,
IMAGINE- APARNA NEO MALL HYDERABAD,IMAGINE @ APARNA MALL,hyderabad,priya,W1,PA,APPLE,,CASE,Phone case,,,,,,6,6,36,
IMAGINE- APARNA NEO MALL HYDERABAD,IMAGINE @ APARNA MALL,hyderabad,priya,W1,PT,TEKNE,Tekne,CASE,Phone case,,,,,,6,5,30,
IMAGINE- APARNA NEO MALL HYDERABAD,IMAGINE @ APARNA MALL,hyderabad,priya,W1,PT,TEKNE,Tekne,CASE,Phone case,,,,,,6,5,30,
IMAGINE- APARNA NEO MALL HYDERABAD,IMAGINE @ APARNA MALL,hyderabad,priya,W1,PT,TEKNE,Tekne,TG,,,,,,,6,9,54,
IMAGINE- APARNA NEO MALL HYDERABAD,IMAGINE @ APARNA MALL,hyderabad,priya,W1,PT,TEKNE,Tekne,CASE,Phone case,,2,150,300,,,,,
IMAGINE- APARNA NEO MALL HYDERABAD,IMAGINE @ APARNA MALL,hyderabad,priya,W2,PT,APPLE,,CASE,Phone case,,,,,,6,6,36,
IMAGINE- APARNA NEO MALL HYDERABAD,IMAGINE @ APARNA MALL,hyderabad,priya,W2,PT,APPLE,,CASE,Phone case,,,,,,6,6,36,
IMAGINE- APARNA NEO MALL HYDERABAD,IMAGINE @ APARNA MALL,hyderabad,priya,W2,PT,GRIPP,Tekne+,CASE,Phone case,,,,,,6,5,30,
IMAGINE- APARNA NEO MALL HYDERABAD,IMAGINE @ APARNA MALL,hyderabad,priya,W2,PT,GRIPP,,TG,,,,,,,6,5,30,
IMAGINE- APARNA NEO MALL HYDERABAD,IMAGINE @ APARNA MALL,hyderabad,priya,W2,PT,GRIPP/ PANZER,,TG,,,,,,,6,10,60,
IMAGINE- APARNA NEO MALL HYDERABAD,IMAGINE @ APARNA MALL,hyderabad,priya,W3,PA,APPLE,,WATCH BAND,,,,,,,3,6,18,
IMAGINE- APARNA NEO MALL HYDERABAD,IMAGINE @ APARNA MALL,hyderabad,priya,W3,PT,GRIPP,,WATCH BAND,,,,,,,3,5,15,
IMAGINE- APARNA NEO MALL HYDERABAD,IMAGINE @ APARNA MALL,hyderabad,priya,W3,PT,GRIPP,,CAMERA LENS,,,2,150,300,,3,5,15,
IMAGINE- APARNA NEO MALL HYDERABAD,IMAGINE @ APARNA MALL,hyderabad,priya,W3,PT,GRIPP,,CAMERA LENS/WATCH BAND,,,5,5,25,,,,,
IMAGINE- APARNA NEO MALL HYDERABAD,IMAGINE @ APARNA MALL,hyderabad,priya,W4,PA,APPLE,,Apple Accessories,,,4,8,32,,,,,
IMAGINE- APARNA NEO MALL HYDERABAD,IMAGINE @ APARNA MALL,hyderabad,priya,W4,PA,APPLE,,IPHONE,,,2,50,100,,,,,
IMAGINE- APARNA NEO MALL HYDERABAD,IMAGINE @ APARNA MALL,hyderabad,priya,W5,PA,APPLE,,Apple Accessories,,,,,,,8,6,48,
IMAGINE- APARNA NEO MALL HYDERABAD,IMAGINE @ APARNA MALL,hyderabad,priya,W5,PA,APPLE,,Apple Accessories,,,,,,,8,6,48,
IMAGINE- APARNA NEO MALL HYDERABAD,IMAGINE @ APARNA MALL,hyderabad,priya,W5,PA,APPLE,,Apple Accessories,,,,,,,8,6,48,
IMAGINE- APARNA NEO MALL HYDERABAD,IMAGINE @ APARNA MALL,hyderabad,priya,W5,PT,TEKNE,Tekne,Adapters & Cables,,,,,,,8,5,40,
IMAGINE- APARNA NEO MALL HYDERABAD,IMAGINE @ APARNA MALL,hyderabad,priya,W5,PT,TEKNE,Tekne,Adapters & Cables,,,,,,,8,6,48,
IMAGINE- APARNA NEO MALL HYDERABAD,IMAGINE @ APARNA MALL,hyderabad,priya,W5,PT,TEKNE,Tekne,Adapters & Cables,,,2,40,80,,,,,
IMAGINE- APARNA NEO MALL HYDERABAD,IMAGINE @ APARNA MALL,hyderabad,priya,W6,PT,GRIPP,,BAGS & SLEEVES,,,,,,,3,4,12,
IMAGINE- APARNA NEO MALL HYDERABAD,IMAGINE @ APARNA MALL,hyderabad,priya,W6,PT,GRIPP,,BAGS & SLEEVES,,,,,,,3,4,12,
IMAGINE- APARNA NEO MALL HYDERABAD,IMAGINE @ APARNA MALL,hyderabad,priya,W6,PT,GRIPP,,BAGS & SLEEVES,,,,,,,3,4,12,
IMAGINE- APARNA NEO MALL HYDERABAD,IMAGINE @ APARNA MALL,hyderabad,priya,W6,PT,GRIPP,,BAGS & SLEEVES,,,2,30,60,,,,,
IMAGINE- APARNA NEO MALL HYDERABAD,IMAGINE @ APARNA MALL,hyderabad,priya,W7,PA,APPLE,,Apple Accessories,,,,,,,4,2,8,
IMAGINE- APARNA NEO MALL HYDERABAD,IMAGINE @ APARNA MALL,hyderabad,priya,W7,PT,TEKNE,Tekne,IPAD CASE,,,,,,,4,2,8,
IMAGINE- APARNA NEO MALL HYDERABAD,IMAGINE @ APARNA MALL,hyderabad,priya,W7,PT,TEKNE,Tekne,IPAD CASE,,,,,,,4,2,8,
IMAGINE- APARNA NEO MALL HYDERABAD,IMAGINE @ APARNA MALL,hyderabad,priya,W7,PT,TEKNE,Tekne,IPAD CASE,,,,,,,2,30,60,
IMAGINE- APARNA NEO MALL HYDERABAD,IMAGINE @ APARNA MALL,hyderabad,priya,W8,PA,APPLE,,APPLE TV,,,1,1,1,,,,,
IMAGINE- APARNA NEO MALL HYDERABAD,IMAGINE @ APARNA MALL,hyderabad,priya,W8,PA,APPLE,,APPLE TV,,,1,1,1,,,,,
IMAGINE- APARNA NEO MALL HYDERABAD,IMAGINE @ APARNA MALL,hyderabad,priya,W8,PT,GRIPP,,AIRPODS CASE,,,,,,,4,5,20,
IMAGINE- APARNA NEO MALL HYDERABAD,IMAGINE @ APARNA MALL,hyderabad,priya,W8,PT,GRIPP,,IPAD CASE / AIRPODS,,,2,40,,,,,,
IMAGINE- VIJETHA GOLDEN EMPIRE DILSUKHNAGAR HYDERABAD,IMAGINE @ DILSUKH NAGAR,Hyderabad,Priya,W1,PT1,TPA,Tekne+,Silicon/Laether cases,Phone case,,,,,,3,2,5,
IMAGINE- VIJETHA GOLDEN EMPIRE DILSUKHNAGAR HYDERABAD,IMAGINE @ DILSUKH NAGAR,Hyderabad,Priya,W1,PT1,TPA,,Essentials (Power bank/Wall charger/USB cable),,,,,,,3,10,10,
IMAGINE- VIJETHA GOLDEN EMPIRE DILSUKHNAGAR HYDERABAD,IMAGINE @ DILSUKH NAGAR,Hyderabad,Priya,W1,PT1,TPA,,Essentials (Power bank/Wall charger/USB cable),,,2,10,15,,,,,
IMAGINE- VIJETHA GOLDEN EMPIRE DILSUKHNAGAR HYDERABAD,IMAGINE @ DILSUKH NAGAR,Hyderabad,Priya,W1,PT2,TPA,Tekne+,Silicon/Laether cases,Phone case,,2,8,10,,3,10,10,
IMAGINE- VIJETHA GOLDEN EMPIRE DILSUKHNAGAR HYDERABAD,IMAGINE @ DILSUKH NAGAR,Hyderabad,Priya,W1,PT2,TPA,,Sleeves/Laptop bags,,,,,,,3,5,5,
IMAGINE- VIJETHA GOLDEN EMPIRE DILSUKHNAGAR HYDERABAD,IMAGINE @ DILSUKH NAGAR,Hyderabad,Priya,W1,PT2,TPA,,Sleeves/Laptop bags,,,,,,,3,5,5,
IMAGINE- VIJETHA GOLDEN EMPIRE DILSUKHNAGAR HYDERABAD,IMAGINE @ DILSUKH NAGAR,Hyderabad,Priya,W2,PA1,Apple,,Ipad cases,,,,,,,3,2,5,
IMAGINE- VIJETHA GOLDEN EMPIRE DILSUKHNAGAR HYDERABAD,IMAGINE @ DILSUKH NAGAR,Hyderabad,Priya,W2,PT3,TPA,,Ipad cases,,,2,10,10,,,,,
IMAGINE- VIJETHA GOLDEN EMPIRE DILSUKHNAGAR HYDERABAD,IMAGINE @ DILSUKH NAGAR,Hyderabad,Priya,W2,PT3,TPA,,Ipad cases,,,2,10,10,,,,,
IMAGINE- VIJETHA GOLDEN EMPIRE DILSUKHNAGAR HYDERABAD,IMAGINE @ DILSUKH NAGAR,Hyderabad,Priya,W2,PA2,Apple,,Audio,,,,,,,3,8,10,
IMAGINE- VIJETHA GOLDEN EMPIRE DILSUKHNAGAR HYDERABAD,IMAGINE @ DILSUKH NAGAR,Hyderabad,Priya,W2,PA2,Apple,,Essentials (Power bank/Wall charger/USB cable),,,,,,,3,5,5,
IMAGINE- VIJETHA GOLDEN EMPIRE DILSUKHNAGAR HYDERABAD,IMAGINE @ DILSUKH NAGAR,Hyderabad,Priya,W2,PT4,TPA,,Temered glass,,,,,,,3,15,15,
IMAGINE- VIJETHA GOLDEN EMPIRE DILSUKHNAGAR HYDERABAD,IMAGINE @ DILSUKH NAGAR,Hyderabad,Priya,W3,PT5,TPA,,Audio,,,2,15,20,,,,,
IMAGINE- VIJETHA GOLDEN EMPIRE DILSUKHNAGAR HYDERABAD,IMAGINE @ DILSUKH NAGAR,Hyderabad,Priya,W3,PA3,Apple,,Keyboards,,0.0,,,,,,,,
IMAGINE- VIJETHA GOLDEN EMPIRE DILSUKHNAGAR HYDERABAD,IMAGINE @ DILSUKH NAGAR,Hyderabad,Priya,W3,PA3,Apple,,Audio,,,,,,,3,10,10,
IMAGINE- VIJETHA GOLDEN EMPIRE DILSUKHNAGAR HYDERABAD,IMAGINE @ DILSUKH NAGAR,Hyderabad,Priya,W3,PA3,Apple,,Essentials (Power bank/Wall charger/USB cable),,,2,15,20,,,,,
IMAGINE- VIJETHA GOLDEN EMPIRE DILSUKHNAGAR HYDERABAD,IMAGINE @ DILSUKH NAGAR,Hyderabad,Priya,W4,PA4,Apple,,Essentials (Power bank/Wall charger/USB cable),,,,,,,3,5,5,
IMAGINE- VIJETHA GOLDEN EMPIRE DILSUKHNAGAR HYDERABAD,IMAGINE @ DILSUKH NAGAR,Hyderabad,Priya,W4,PM1,TPA,,Essentials (Power bank/Wall charger/USB cable),,,2,20,20,,,,,
IMAGINE- VIJETHA GOLDEN EMPIRE DILSUKHNAGAR HYDERABAD,IMAGINE @ DILSUKH NAGAR,Hyderabad,Priya,W4,PA5,Apple,,Silicon/Laether cases,Phone case,,2,10,10,,3,10,10,
IMAGINE- VIJETHA GOLDEN EMPIRE DILSUKHNAGAR HYDERABAD,IMAGINE @ DILSUKH NAGAR,Hyderabad,Priya,W4,PT6,TPA,Tekne+,Clear Cases,Phone case,,,,,,3,10,10,
IMAGINE- NEXUS MALL KUKKATPALLY HYDERABAD,IMAGINE @ FORUM SUJANA MALL,HYDERABAD,PRIYA,W1,PA & PM,APPLE / SANDISK / HYPERDRIVE / BELKIN / PULSE / TEKNE,Tekne+,APPLE TV / SANDISK SSD / HYDERDRIVE HUB / TEKNE HUB / BELKIN W/L CHARGER / PULSE W/L CHARGER,,,2,4,8,,-,-,-,
IMAGINE- NEXUS MALL KUKKATPALLY HYDERABAD,IMAGINE @ FORUM SUJANA MALL,HYDERABAD,PRIYA,W2,PA & W,APPLE / BEATS,,APPLE MAGIC KEYBOARD / MOUSE / TRACKPAD / IPHONES / AIRPODS / MAC ADAPTORS / BEATS EARBUDS,,,4,6,24,,-,-,-,
IMAGINE- NEXUS MALL KUKKATPALLY HYDERABAD,IMAGINE @ FORUM SUJANA MALL,HYDERABAD,PRIYA,W3,PA & PT,APPLE / GRIPP / PULSE / POPSOCKET / PANZER GLASS/,,APPLE AIRTAG / APPLE HUB / GRIPP WATCH BANDS / PULSE WATCH BANDS / POP SOCKET MAGSAFE HOLDER'S / PANZER WATCH BUMPERS,,,-,-,-,,30,8,240,
IMAGINE- NEXUS MALL KUKKATPALLY HYDERABAD,IMAGINE @ FORUM SUJANA MALL,HYDERABAD,PRIYA,W4,PA & PT,TEKNE / TUCANO / RIVACASE / PANZERGLASS / BELKIN,Tekne+,TEKNE ESSENTIAL KIT / TUCANO BAGS / RIVA CASE BAGS / PANZER CLEANING SOLUTION / BELKIN SURGE PROTECTOR,,,-,-,-,,9,5,45,
IMAGINE- NEXUS MALL KUKKATPALLY HYDERABAD,IMAGINE @ FORUM SUJANA MALL,HYDERABAD,PRIYA,W5,PA & PT,APPLE / TEKNE / TUCANO,Tekne+,APPLE IPAD CASES / TUCANO IPAD CASES / TEKNE IPAD CASES,,,-,-,-,,16,6,96,
IMAGINE- NEXUS MALL KUKKATPALLY HYDERABAD,IMAGINE @ FORUM SUJANA MALL,HYDERABAD,PRIYA,W6,PA & PT,APPLE / TEKNE / POWERUP / GRIPP / HYPHEN,Tekne+,APPLE ADAPTOR'S / PULSE 30W & 40W ADAPTORS / WATCH CHARGER / POWER BANK / CAR CHARGER / CASES,,,-,-,-,,35,8,280,
IMAGINE- NEXUS MALL KUKKATPALLY HYDERABAD,IMAGINE @ FORUM SUJANA MALL,HYDERABAD,PRIYA,W7,PA & PT,APPLE / GRIPP,,APPLE CASES / GRIPP CASES / GRIPP LENS PROTECTORS,,,-,-,-,,30,10,300,
IMAGINE- NEXUS MALL KUKKATPALLY HYDERABAD,IMAGINE @ FORUM SUJANA MALL,HYDERABAD,PRIYA,W8,PA & PT,APPLE / GRIPP / PANZER / PULSE / VALENTA,,APPLE 30W & 35W DUAL PORT ADAPTORS/ APPLE USB-C & LIGHTENING EARPHONES / USB-C EARPHONE JACK ADAPTOR / USB-C TO LIGHTENING CHARGING CABLE / PULSE CASES / GRIPP AIRPODS CASES / PANZER CAMERA LENS / PROTECTOR / VALENTA WALLET'S,,,-,-,-,,30,10,300,
IMAGINE- NEXUS MALL KUKKATPALLY HYDERABAD,IMAGINE @ FORUM SUJANA MALL,HYDERABAD,PRIYA,,PA & PT,APPLE / GRIPP / CARE CLEAR / TEKNE,Tekne+,APPLE CASES / GRIPP CASES / CARE CLEAR CASES / TEKNE CASES,Phone case,,-,-,-,,35,10,350,
IMAGINE- NEXUS MALL KUKKATPALLY HYDERABAD,IMAGINE @ FORUM SUJANA MALL,HYDERABAD,PRIYA,,PA & PT,APPLE / GRIPP / PANZER GLASS / TEKNE,Tekne+,APPLE CASES / GRIPP TG / PANZER TG / TEKNE CASES,Phone case,,-,-,-,,30,10,300,
IMAGINE- DB CITY MALL GWALIOR,IMAGINE @ D.B MALL,Gwalior,Srijith,W1,PA1,APPLE,,APPLE TV / Essentials (Wall charger / cable/ Earphones),,,2,2,4,,8,6,48,
IMAGINE- DB CITY MALL GWALIOR,IMAGINE @ D.B MALL,Gwalior,Srijith,W1,PA2,APPLE,,Audio / phones / Mac and Ipad Acc,,,3,15,45,,0,0,0,
IMAGINE- DB CITY MALL GWALIOR,IMAGINE @ D.B MALL,Gwalior,Srijith,W2,PM1,APPLE,,Clear Cases / Silicon / Laether cases,Phone case,,0,0,0,,12,6,72,
IMAGINE- DB CITY MALL GWALIOR,IMAGINE @ D.B MALL,Gwalior,Srijith,W2,PM1,TPA,Tekne+,Clear Cases / Silicon/ Matt cases,Phone case,,0,0,0,,18,6,108,
IMAGINE- DB CITY MALL GWALIOR,IMAGINE @ D.B MALL,Gwalior,Srijith,W2,PM2,APPLE,,Clear Cases / Silicon / Laether cases,Phone case,,0,0,0,,12,6,72,
IMAGINE- DB CITY MALL GWALIOR,IMAGINE @ D.B MALL,Gwalior,Srijith,W2,PM2,TPA,Tekne+,Clear Cases / Silicon/ Matt cases,Phone case,,0,0,0,,18,6,108,
IMAGINE- DB CITY MALL GWALIOR,IMAGINE @ D.B MALL,Gwalior,Srijith,W3,PM3,APPLE,,Watch band,,,0,0,0,,7,5,35,
IMAGINE- DB CITY MALL GWALIOR,IMAGINE @ D.B MALL,Gwalior,Srijith,W3,PM3,TPA,,Watch glass/Camera lens protector / Wall chargers / powerbanks / cables,,,0,0,0,,28,5,140,
IMAGINE- DB CITY MALL GWALIOR,IMAGINE @ D.B MALL,Gwalior,Srijith,W3,PM4,TPA,,Sleeves/Laptop bags / Hard Shells,,,0,0,0,,6,4,24,
IMAGINE- DB CITY MALL GWALIOR,IMAGINE @ D.B MALL,Gwalior,Srijith,W4,PM5,APPLE,,Ipad cases,,,0,0,0,,4,3,12,
IMAGINE- DB CITY MALL GWALIOR,IMAGINE @ D.B MALL,Gwalior,Srijith,W4,PM5,TPA,,Ipad cases / Ipad TG,,,0,0,0,,8,4,32,
IMAGINE- DB CITY MALL GWALIOR,IMAGINE @ D.B MALL,Gwalior,Srijith,W4,PM6,APPLE,,Essentials (Wall charger /cable / pencil tips /mac hub ),,,0,0,0,,21,5,105,
IMAGINE- DB CITY MALL GWALIOR,IMAGINE @ D.B MALL,Gwalior,Srijith,W4,PM6,TPA,,(Wall charger /cable / pencil tips /mac hub ),,,0,0,0,,14,4,56,
