product_name                                                                                           , series       , category      , subcategory   , brand          , width, height, depth, core_product, frequency
Tucano Gommo Sleeve Ultrabooks   Macbooks 13 -Military Green                                           , MacBook      , sleeve        , Green         , Tucano         ,  30.0,    0.3,  20.0, Mac         ,        29
Tucano Gommo Sleeve-Black Ultrabooks   Macbooks 13                                                     , MacBook      , sleeve        , Black         , Tucano         ,  30.0,    0.3,  20.0, Mac         ,        40
Tucano Gommo Sleeve-Black upto Macbooks 16                                                             , MacBook      , sleeve        , Black         , Tucano         ,  30.0,    0.3,  20.0, Mac         ,        43
Tucano Gommo Sleeve-Blue Ultrabooks   Macbooks 13                                                      , MacBook      , sleeve        , Blue          , Tucano         ,  30.0,    0.3,  20.0, Mac         ,        63
Tucano Gommo Sleeve-Blue upto Macbooks 16                                                              , MacBook      , sleeve        , Blue          , Tucano         ,  30.0,    0.3,  20.0, Mac         ,        30
Tucano Gommo Slim bag 15 /16 - Grey                                                                    , Mac Universal, bag           , Grey          , Tucano         ,  35.0,    8.0,  28.0, Mac         ,         2
Tucano Gommo Slim bag 15 /16 - Military Green                                                          , Mac Universal, bag           , Green         , Tucano         ,  35.0,    8.0,  28.0, Mac         ,         3
Tucano Gommo Slimbag Macbooks 13   Laptops upto 14 -Blue                                               , MacBook      , bag           , Blue          , Tucano         ,  35.0,    8.0,  28.0, Mac         ,        51
Tucano Gommo Slimbag Macbooks 13   Laptops upto 14 -Grey                                               , MacBook      , bag           , Grey          , Tucano         ,  35.0,    8.0,  28.0, Mac         ,        26
Tucano Gommo Slimbag Macbooks 13   Laptops upto 14 -Military Green                                     , MacBook      , bag           , Green         , Tucano         ,  35.0,    8.0,  28.0, Mac         ,        41
Tucano Gommo Slimbag Macbooks 13   Laptops upto 14 -Yellow                                             , MacBook      , bag           , Yellow        , Tucano         ,  35.0,    8.0,  28.0, Mac         ,        15
Tucano Gommo Slimbag-Black Macbooks 13   14                                                            , MacBook      , bag           , Black         , Tucano         ,  35.0,    8.0,  28.0, Mac         ,        88
Tucano Gommo Slimbag-Black Macbooks upto 16                                                            , MacBook      , bag           , Black         , Tucano         ,  35.0,    8.0,  28.0, Mac         ,        27
Tucano Gommo Slimbag-Blue Macbooks upto 16                                                             , MacBook      , bag           , Blue          , Tucano         ,  35.0,    8.0,  28.0, Mac         ,        23
Tucano Isotta Slim bag 13 /14  - Black                                                                 , Mac Universal, bag           , Black         , Tucano         ,  35.0,    8.0,  28.0, Mac         ,         3
Tucano Isotta Slim bag 13 /14  - Dark Green                                                            , Mac Universal, bag           , Green         , Tucano         ,  35.0,    8.0,  28.0, Mac         ,         2
Tucano Isotta Slim bag 13 /14  - Dark Purple                                                           , Mac Universal, bag           , Purple        , Tucano         ,  35.0,    8.0,  28.0, Mac         ,         4
Tucano Isotta Slim bag 13 /14  - Pink                                                                  , Mac Universal, bag           , Pink          , Tucano         ,  35.0,    8.0,  28.0, Mac         ,         1
Tucano Isotta Slim bag 15 /16  - Black                                                                 , Mac Universal, bag           , Black         , Tucano         ,  35.0,    8.0,  28.0, Mac         ,         5
Tucano Isotta Slim bag 15 /16  - Dark Green                                                            , Mac Universal, bag           , Green         , Tucano         ,  35.0,    8.0,  28.0, Mac         ,         4
Tucano Isotta Slim bag 15 /16  - Pink                                                                  , Mac Universal, bag           , Pink          , Tucano         ,  35.0,    8.0,  28.0, Mac         ,         2
Tucano Melange Sleeve 13 /14 -Bordeux                                                                  , Mac Universal, sleeve        , Default       , Tucano         ,  30.0,    0.3,  20.0, Mac         ,         4
Tucano NIDO Hardshell MB Air 13 Sleeve Transparent                                                     , Mac Universal, sleeve        , Clear         , Tucano         ,  30.0,    0.3,  20.0, Mac         ,         1
Tucano NIDO Hardshell MB Pro 13 - Transparent                                                          , Mac Universal, hardshell case, Clear         , Tucano         ,  30.0,    1.5,  21.0, Mac         ,         3
Tucano Off Road Sleeve 13/14                                                                           , Mac Universal, sleeve        , Default       , Tucano         ,  30.0,    0.3,  20.0, Mac         ,        73
Tucano Planet AGS Backpack 16                                                                          , Mac Universal, bag           , Default       , Tucano         ,  35.0,    8.0,  28.0, Mac         ,        17
Tucano Planet Terra Backpack 16                                                                        , Mac Universal, bag           , Default       , Tucano         ,  35.0,    8.0,  28.0, Mac         ,        11
Tucano Sandy Sleeve 13/14                                                                              , Mac Universal, sleeve        , Default       , Tucano         ,  30.0,    0.3,  20.0, Mac         ,       126
Tucano Schizzo Sleeve Laptops upto 14   Macbooks 13/14  Easy Fit  -Green                               , MacBook      , sleeve        , Green         , Tucano         ,  30.0,    0.3,  20.0, Mac         ,        10
Tucano Second Skin sleeve designed especially for 13.3  and 14  notebooks - Black                      , Mac Universal, sleeve        , Black         , Tucano         ,  30.0,    0.3,  20.0, Mac         ,        89
Tucano Second Skin sleeve designed especially for 13.3  and 14  notebooks - Blue                       , Mac Universal, sleeve        , Blue          , Tucano         ,  30.0,    0.3,  20.0, Mac         ,        52
Tucano Second Skin sleeve designed especially for 13.3  and 14  notebooks - Purple                     , Mac Universal, sleeve        , Purple        , Tucano         ,  30.0,    0.3,  20.0, Mac         ,         1
Tucano Second Skin sleeve designed especially for 13.3  and 14  notebooks - Sky Blue                   , Mac Universal, sleeve        , Blue          , Tucano         ,  30.0,    0.3,  20.0, Mac         ,         5
"Tucano Second Skin sleeve designed especially for 13.3"" and 14"" notebooks - Pink - Red"             , Mac Universal, sleeve        , Pink          , Tucano         ,  30.0,    0.3,  20.0, Mac         ,        21
Tucano Second Skin sleeve designed especially for 15.6 notebooks - Purple                              , Mac Universal, sleeve        , Purple        , Tucano         ,  30.0,    0.3,  20.0, Mac         ,         1
"Tucano Second Skin sleeve designed especially for 15.6"" notebooks - Black"                           , Mac Universal, sleeve        , Black         , Tucano         ,  30.0,    0.3,  20.0, Mac         ,         2
"Tucano Second Skin sleeve designed especially for 15.6"" notebooks - Blue"                            , Mac Universal, sleeve        , Blue          , Tucano         ,  30.0,    0.3,  20.0, Mac         ,         2
"Tucano Second Skin sleeve designed especially for 15.6"" notebooks - Pink -Red"                       , Mac Universal, sleeve        , Pink          , Tucano         ,  30.0,    0.3,  20.0, Mac         ,         8
"Tucano Second Skin sleeve designed especially for 15.6"" notebooks - Sky Blue"                        , Mac Universal, sleeve        , Blue          , Tucano         ,  30.0,    0.3,  20.0, Mac         ,         1
Tucano Slimbag Minilux 13 Macbook - Acid Green                                                         , MacBook      , bag           , Green         , Tucano         ,  35.0,    8.0,  28.0, Mac         ,        15
Tucano Slimbag Minilux 13 Macbook - Blue                                                               , MacBook      , bag           , Blue          , Tucano         ,  35.0,    8.0,  28.0, Mac         ,        44
Tucano Slimbag Minilux 13 Macbook - Dark Grey                                                          , MacBook      , bag           , Grey          , Tucano         ,  35.0,    8.0,  28.0, Mac         ,        17
Tucano Slimbag Minilux 13 Macbook - Light Blue                                                         , MacBook      , bag           , Blue          , Tucano         ,  35.0,    8.0,  28.0, Mac         ,         3
Tucano Slimbag Minilux 13 Macbook - Pink                                                               , MacBook      , bag           , Pink          , Tucano         ,  35.0,    8.0,  28.0, Mac         ,         1
Tucano Smilza Slim Bag-Black                                                                           , Mac Universal, bag           , Black         , Tucano         ,  35.0,    8.0,  28.0, Mac         ,       104
Tucano Smilza Slim Bag-Blue                                                                            , Mac Universal, bag           , Blue          , Tucano         ,  35.0,    8.0,  28.0, Mac         ,        78
Tucano Smilza Slim Bag-Red                                                                             , Mac Universal, bag           , Red           , Tucano         ,  35.0,    8.0,  28.0, Mac         ,        14
Tucano Smilza Slim bag 13 /14 -Green                                                                   , Mac Universal, bag           , Green         , Tucano         ,  35.0,    8.0,  28.0, Mac         ,         1
Tucano Smilza Slim bag 13 /14 -Pink                                                                    , Mac Universal, bag           , Pink          , Tucano         ,  35.0,    8.0,  28.0, Mac         ,         1
Tucano Smilza Slim bag 15 /16 -Beige                                                                   , Mac Universal, bag           , Beige         , Tucano         ,  35.0,    8.0,  28.0, Mac         ,         2
Tucano Smilza Slim bag 15 /16 -Green                                                                   , Mac Universal, bag           , Green         , Tucano         ,  35.0,    8.0,  28.0, Mac         ,         2
Tucano Smilza Slim bag 15 /16 -Yellow                                                                  , Mac Universal, bag           , Yellow        , Tucano         ,  35.0,    8.0,  28.0, Mac         ,         1
Tucano Smilza Slimbag Macbooks 13   Laptops upto 14 -Beige                                             , MacBook      , bag           , Beige         , Tucano         ,  35.0,    8.0,  28.0, Mac         ,        50
Tucano Smilza Slimbag Macbooks 13   Laptops upto 14 -Yellow                                            , MacBook      , bag           , Yellow        , Tucano         ,  35.0,    8.0,  28.0, Mac         ,        25
Tucano Smilza Slimbag Macbooks upto 16   Laptops upto 15.6 -Black                                      , MacBook      , bag           , Black         , Tucano         ,  35.0,    8.0,  28.0, Mac         ,        38
Tucano Smilza Slimbag Macbooks upto 16   Laptops upto 15.6 -Blue                                       , MacBook      , bag           , Blue          , Tucano         ,  35.0,    8.0,  28.0, Mac         ,        37
Tucano Today Sleeve 13/14                                                                              , Mac Universal, sleeve        , Default       , Tucano         ,  30.0,    0.3,  20.0, Mac         ,        12
Tucano Top Sleeve 13 -Camo Beige                                                                       , Mac Universal, sleeve        , Beige         , Tucano         ,  30.0,    0.3,  20.0, Mac         ,         5
Tucano Top Sleeve 13/14                                                                                , Mac Universal, sleeve        , Default       , Tucano         ,  30.0,    0.3,  20.0, Mac         ,        73
Tucano Trecia Sleeve-Black upto 14   Macbooks 13                                                       , MacBook      , sleeve        , Black         , Tucano         ,  30.0,    0.3,  20.0, Mac         ,        22
Tucano Tugo Medium Travel Backpack - Blue                                                              , Mac Universal, bag           , Blue          , Tucano         ,  35.0,    8.0,  28.0, Mac         ,         1
Tucano Work Out 4 Bag 13/14                                                                            , Mac Universal, bag           , Default       , Tucano         ,  35.0,    8.0,  28.0, Mac         ,        29
Tucano Workout 4 Backpack 13/14                                                                        , Mac Universal, bag           , Default       , Tucano         ,  35.0,    8.0,  28.0, Mac         ,        11
UNQ-NEOPRENE LAPTOP SLEEVE (UPTO 16)-CPS-80773-GRY                                                     , Mac Universal, sleeve        , Default       , Uniq           ,  30.0,    0.3,  20.0, Mac         ,         1
WD MY PASSPORT FOR MAC 4TB BLUE                                                                        , Mac Universal, storage       , Blue          , Western Digital,   8.0,    1.5,  12.0, Mac         ,         1
WD MY PASSPORT FOR MAC 5TB BLUE                                                                        , Mac Universal, storage       , Blue          , Western Digital,   8.0,    1.5,  12.0, Mac         ,         1
Xtrememac MACBOOK CHARGING HUB ADAPTER                                                                 , MacBook      , hub           , Default       , Xtrememac      ,   8.0,    2.0,  16.0, Mac         ,         3
Xtrememac MAGNETIC PRIVACY FILTER - New MacBook PRO 16                                                 , MacBook Pro  , privacy filter, Default       , Xtrememac      ,  30.0,    0.3,  20.0, Mac         ,         2
Xtrememac MAGNETIC PRIVACY FILTER FOR MACBOOK PRO 13                                                   , MacBook Pro  , privacy filter, Default       , Xtrememac      ,  30.0,    0.3,  20.0, Mac         ,         4
Xtrememac REMOVABLE MAGNETIC SCREEN NEW MACBOOK AIR 13                                                 , MacBook Air  , keyboard skin , Default       , Xtrememac      ,  30.0,    0.1,  20.0, Mac         ,         1
Xtrememac TYPE-C HUB IPAD PRO & MACBOOK - HDMI + 2*USB-A + SD CARD + USB-C PD                          , MacBook      , hub           , Default       , Xtrememac      ,   8.0,    2.0,  16.0, Mac         ,        20
Xtrememac TYPE-C HUB PLUS - HDMI + 2*USB-A + SD CARD + USB-C + ETHERNET                                , Mac Universal, hub           , Default       , Xtrememac      ,   8.0,    2.0,  16.0, Mac         ,         1
Xtrememac TYPE-C TO HDMI CABLE - 1M - Space Grey                                                       , Mac Universal, cable         , Grey          , Xtrememac      ,  10.2,    2.8,  15.5, Mac         ,         5
Yeti - Blackout 'TWKOR'                                                                                , Mac Universal, peripheral    , Black         , Logitech       ,  10.0,    3.0,  12.0, Mac         ,         2
tomtoc Laptop Handbag 13.5 Green                                                                       , Mac Universal, bag           , Green         , tomtoc         ,  35.0,    8.0,  28.0, Mac         ,         4
tomtoc Laptop Handbag 13.5 Grey                                                                        , Mac Universal, bag           , Grey          , tomtoc         ,  35.0,    8.0,  28.0, Mac         ,         4
tomtoc Laptop Handbag 13.5 Yellow                                                                      , Mac Universal, bag           , Yellow        , tomtoc         ,  35.0,    8.0,  28.0, Mac         ,         5
tomtoc Laptop Handbag 14 Grey                                                                          , Mac Universal, bag           , Grey          , tomtoc         ,  35.0,    8.0,  28.0, Mac         ,         1
tomtoc Laptop Handbag 16 Black                                                                         , Mac Universal, bag           , Black         , tomtoc         ,  35.0,    8.0,  28.0, Mac         ,         4
tomtoc Laptop Shoulder Bag 13.5 Navy Blue                                                              , Mac Universal, bag           , Blue          , tomtoc         ,  35.0,    8.0,  28.0, Mac         ,         1
tomtoc Laptop Shoulder Bag 15.6 Navy Blue                                                              , Mac Universal, bag           , Blue          , tomtoc         ,  35.0,    8.0,  28.0, Mac         ,        51
tomtoc Laptop Sleeve 13 Grey                                                                           , Mac Universal, sleeve        , Grey          , tomtoc         ,  30.0,    0.3,  20.0, Mac         ,         6
tomtoc Laptop Sleeve 13.5 Black                                                                        , Mac Universal, sleeve        , Black         , tomtoc         ,  30.0,    0.3,  20.0, Mac         ,         2
tomtoc Laptop Sleeve 13.5 Grey                                                                         , Mac Universal, sleeve        , Grey          , tomtoc         ,  30.0,    0.3,  20.0, Mac         ,        12
tomtoc Laptop Sleeve 13.5 Pink                                                                         , Mac Universal, sleeve        , Pink          , tomtoc         ,  30.0,    0.3,  20.0, Mac         ,         8
tomtoc Laptop Sleeve 14  Black                                                                         , Mac Universal, sleeve        , Black         , tomtoc         ,  30.0,    0.3,  20.0, Mac         ,        62
tomtoc Laptop Sleeve 14  Blue                                                                          , Mac Universal, sleeve        , Blue          , tomtoc         ,  30.0,    0.3,  20.0, Mac         ,        50
tomtoc Laptop Sleeve 14in Black                                                                        , Mac Universal, sleeve        , Black         , tomtoc         ,  30.0,    0.3,  20.0, Mac         ,        10
tomtoc Laptop Sleeve 14in Navy Blue                                                                    , Mac Universal, sleeve        , Blue          , tomtoc         ,  30.0,    0.3,  20.0, Mac         ,        14
tomtoc Laptop Sleeve 14in Pink                                                                         , Mac Universal, sleeve        , Pink          , tomtoc         ,  30.0,    0.3,  20.0, Mac         ,         6
tomtoc Laptop Sleeve 16 Grey                                                                           , Mac Universal, sleeve        , Grey          , tomtoc         ,  30.0,    0.3,  20.0, Mac         ,         6
