index,Series,Product Name,PureQty,ImpureQty,FinalQty
281,iPhone 16 Pro Max,Gripp Holdit MagSafe Case for Apple iPhone 16 Pro Max  6.9  - Grey,9,18,27
282,iPhone 16 Pro Max,Gripp Holdit MagSafe Case for Apple iPhone 16 Pro Max  6.9  - R.Gold,23,18,41
283,iPhone 16 Pro Max,Gripp Matrix MagSafe Case for Apple iPhone 16 Pro Max  6.9  - Black,34,39,73
284,iPhone 16 Pro Max,Gripp Matrix MagSafe Case for Apple iPhone 16 Pro Max  6.9  - Gold,30,37,67
285,iPhone 16 Pro Max,Gripp STELLAR MagSafe Case for Apple iPhone 16 Pro Max  6.9  - Black Matte,51,57,108
286,iPhone 16 Pro Max,Gripp STELLAR MagSafe Case for Apple iPhone 16 Pro Max  6.9  - Gold Matte,94,95,189
287,iPhone 16 Pro Max,Gripp STELLAR MagSafe Case for Apple iPhone 16 Pro Max  6.9  - Transparent,81,68,149
288,iPhone 16 Pro Max,Gripp Slim Fit Magsafe Case for Apple iPhone 16 Pro Max  6.9  - Black,13,21,34
289,iPhone 16 Pro Max,Gripp Slim Fit Magsafe Case for Apple iPhone 16 Pro Max  6.9  - Grey,13,19,32
290,iPhone 16 Pro Max,PULSE ARMOUR Case for iPhone 16 Pro Max -Matt Clear,37,34,71
291,iPhone 16 Pro Max,PULSE ARMOUR Case for iPhone 16 Pro Max-Black,142,89,231
292,iPhone 16 Pro Max,PULSE ARMOUR Case for iPhone 16 Pro Max-Dark Blue,21,21,42
293,iPhone 16 Pro Max,PULSE Aluminium Rugged Magsafe Case for iPhone 16 Pro Max -Matt Grey Blue,65,41,106
294,iPhone 16 Pro Max,PULSE Aluminium Rugged Magsafe Case for iPhone 16 Pro Max-Matt Black,112,63,175
295,iPhone 16 Pro Max,PULSE Aluminium Rugged Magsafe Case for iPhone 16 Pro Max-Matt Green,19,8,27
296,iPhone 16 Pro Max,PULSE Matt Magsafe Case for iPhone 16 Pro Max -Grey,106,65,171
297,iPhone 16 Pro Max,PULSE Matt Magsafe Case for iPhone 16 Pro Max-Black,93,82,175
298,iPhone 16 Pro Max,PULSE Matt Magsafe Case for iPhone 16 Pro Max-Blue,28,18,46
299,iPhone 16 Pro Max,Peak Design Mobile - Everyday Clarino Case - iPhone 16 Pro Max - Black,0,2,2
300,iPhone 16 Pro Max,Peak Design Mobile - Everyday Clarino Case - iPhone 16 Pro Max - Tan,0,2,2
301,iPhone 16 Pro Max,Peak Design Mobile - Everyday Fabric Case - iPhone 16 Pro Max - Charcoal,0,2,2
302,iPhone 16 Pro Max,Peak Design Mobile - Everyday Fabric Case - iPhone 16 Pro Max - Eclipse,1,3,4
303,iPhone 16 Pro Max,Peak Design Mobile - Everyday Fabric Case - iPhone 16 Pro Max - Sage,1,1,2
304,iPhone 16 Pro Max,Peak Design Mobile - Everyday Loop Case - iPhone 16 Pro Max - Charcoal,1,1,2
305,iPhone 16 Pro Max,Pulse CLEAR Case with Camera stand for iPhone 16 Pro Max-Black,79,50,129
306,iPhone 16 Pro Max,Pulse CLEAR Case with Camera stand for iPhone 16 Pro Max-Dark Blue,60,36,96
307,iPhone 16 Pro Max,Pulse CLEAR Case with Camera stand for iPhone 16 Pro Max-Grey,67,43,110
308,iPhone 16 Pro Max,Pulse CLEAR Case with Camera stand for iPhone 16 Pro Max-White,149,81,230
309,iPhone 16 Pro Max,Pulse CRYSTAL Case with Metal Camera Stand for iPhone 16 Pro Max-Black,83,55,138
310,iPhone 16 Pro Max,Pulse CRYSTAL Case with Metal Camera Stand for iPhone 16 Pro Max-Grey,72,61,133
311,iPhone 16 Pro Max,Pulse CRYSTAL Case with Metal Camera Stand for iPhone 16 Pro Max-White,165,109,274
312,iPhone 16 Pro Max,Pulse SILICON Case for iPhone 16 Pro Max-Black,68,58,126
313,iPhone 16 Pro Max,Pulse SILICON Case for iPhone 16 Pro Max-Storm Blue,27,29,56
314,iPhone 16 Pro Max,Pulse Vegan Leather Case for iPhone 16 Pro Max -Brown,20,29,49
315,iPhone 16 Pro Max,Pulse Vegan Leather Case for iPhone 16 Pro Max-Black,40,42,82
316,iPhone 16 Pro Max,Pulse Vegan Leather Case for iPhone 16 Pro Max-Blue,20,25,45
317,iPhone 16 Pro Max,Tekne CLEAR Case with Camera stand for iPhone 16 Pro Max-Black,159,123,282
318,iPhone 16 Pro Max,Tekne CLEAR Case with Camera stand for iPhone 16 Pro Max-Grey,51,31,82
319,iPhone 16 Pro Max,Tekne CLEAR Case with Camera stand for iPhone 16 Pro Max-White,203,114,317
320,iPhone 16 Pro Max,Tekne Matt Magsafe Case for iPhone 16 Pro Max-Black,157,114,271
321,iPhone 16 Pro Max,UAG-Civilian  Magsafe Case For Iphone 16 Pro Max-14140-Black,1,0,1
322,iPhone 16 Pro Max,UAG-Pathfinder  Magsafe Case For Iphone 16 Pro Max-14744-Ice,1,2,3
323,iPhone 16 Pro Max,UAG-Pathfinder Magsafe Case For Iphone 16 Pro Max-14751-Active Neon,1,2,3
324,iPhone 16 Pro Max,UAG-Pathfinder Magsafe Case For Iphone 16 Pro Max-14867-Silver,1,0,1
325,iPhone 16 Pro Max,UAG-Pathfinder Magsafe Case For Iphone 16 Pro Max-14874-Black,1,0,1
326,iPhone 16 Pro Max,UAG-Pathfinder Magsafe Case For Iphone 16 Pro Max-14898-Cloud Blue,0,1,1
327,iPhone 16 Pro Max,UAG-Plasma XTE Magsafe Case For Iphone 16 Pro Max-15048-Ash/Titanium,2,1,3
328,iPhone 16 Pro Max,UAG-Plasma XTE Magsafe Case For Iphone 16 Pro Max-15055-Black/Clear,2,0,2
