lob,core_product,accessory_category,accessory_product,purchase_frequency,attach_rate,recommended_facings
Mac,MacBook Pro,Other,TEKNE macbook essential Kit for 16-inch MacBook Pro: Apple M3  Pro -Space Black,7,0.003419638495359062,1
Mac,MacBook Pro,Case,NATIVE UNION  STOW MACBOOK CASE FABRIC INDIGO 13,7,0.003419638495359062,1
Mac,MacBook Air,Other,Tucano Dark Bag 13/14,29,0.0033945920636778647,1
Mac,MacBook Air,Other,AirPods Pro  2nd generation  Ear Tips - 2 sets  Medium ,29,0.0033945920636778647,1
Mac,iMac,Cable,Pulse 1.2m  Sillicone lighting cable,1,0.0033112582781456954,1
Mac,iMac,Case,Tucano UP Plus case for iPad Air 11  2024    Air 10.9  2020 -Dark Grey,1,0.0033112582781456954,1
Mac,iMac,Cable,Powerup 4IN1 1.5m Cable - Black,1,0.0033112582781456954,1
Mac,iMac,Other,Tucano Gommo Slimbag Macbooks 13   Laptops upto 14 -Yellow,1,0.0033112582781456954,1
Mac,iMac,Other,ALOGIC USB-C Fusion ALPHA 5-in-1 Hub - HDMI/USB/Ethernet & Power Delivery,1,0.0033112582781456954,1
Mac,iMac,Other,HOMEPOD MINI - MIDNIGHT CONS,1,0.0033112582781456954,1
Mac,iMac,Other,MARSHALL STANMORE 3 BT SPEAKER BLACK,1,0.0033112582781456954,1
Mac,iMac,Case,AT Marsix Pro Case For Macbook Pro 13 -77569 -Black,1,0.0033112582781456954,1
Mac,iMac,Other,EarPods  USB-C ,1,0.0033112582781456954,1
Mac,iMac,Keyboard,Magic Keyboard with Touch ID  USB-C ,1,0.0033112582781456954,1
Mac,iMac,Other,Logitech G435 Wireless Headset - Black,1,0.0033112582781456954,1
Mac,iMac,Other,Gripp Riser Laptop Stand - Grey,1,0.0033112582781456954,1
Mac,iMac,Cable,TEKNE 240W USB4 Braided Cable,1,0.0033112582781456954,1
Mac,iMac,Case,Pulse TPU TPE PC shockproof case for iPhone 15 Pro Max-Light Blue,1,0.0033112582781456954,1
Mac,iMac,Case,Pulse Newton Magsafe Case for iPhone 15 Pro Max-Blue,1,0.0033112582781456954,1
Mac,iMac,Other,MARSHALL KILBURN II MS KLBN2 BLK BRS,1,0.0033112582781456954,1
Mac,iMac,Case,Tekne Matt Magsafe Case for iPhone 16-Black,1,0.0033112582781456954,1
Mac,iMac,Other,13-inch MBA M2 chip 8-core CPU and 8-core GPU 256GB - Starlight,1,0.0033112582781456954,1
Mac,iMac,Other,MARSHALL EMBERTON 2 portable bluetooth speaker BLACK/BRASS,1,0.0033112582781456954,1
Mac,iMac,Other,Pulse 30W 10 000mAH Powerbank with TFT Display,1,0.0033112582781456954,1
Mac,iMac,Other,MARSHALL MIDDLETON PORTABLE BT SPEAKER BLACK BRASS,1,0.0033112582781456954,1
Mac,iMac,Other,GRAVASTAR G1 PRO WHT   BLUETOOTH SPEAKER MARS PRO NORMAL VERSION,1,0.0033112582781456954,1
Mac,iMac,Cable,Belkin PVC C-LTG 1M  WHITE - C -Lightning Cable,1,0.0033112582781456954,1
Mac,iMac,Other,Tucano Gommo Sleeve-Black Ultrabooks   Macbooks 13,1,0.0033112582781456954,1
Mac,iMac,Case,Pulse Super crystal magsafe case for iPhone 15 Pro Max-Clear,1,0.0033112582781456954,1
Mac,iMac,Charger/Adapter,PULSE 30W Single port Adapter,1,0.0033112582781456954,1
Mac,iMac,Case,Gripp STELLAR MagSafe Case for Apple iPhone 16  6.1  - Green Matte,1,0.0033112582781456954,1
Mac,iMac,Charger/Adapter,USB-C Digital AV Multiport Adapter,1,0.0033112582781456954,1
Mac,iMac,Case,Gripp Defence Macbook Pro 13 Hardshel Case (M2 - 2022 & M1 - 2021 ) - Grey,1,0.0033112582781456954,1
Mac,iMac,Charger/Adapter,Powerup Max Charge 20W USB Type-C Ultra Smart Wall Charger - White,1,0.0033112582781456954,1
Mac,iMac,Cable,USB-C CHARGE CABLE  1M -ZML,1,0.0033112582781456954,1
Mac,iMac,Other,Pulse Magnetic privacy filter for MacBook Pro 14.2 inch M1 M2 2021  2023 ,1,0.0033112582781456954,1
Mac,iMac,Case,Inspire-B02 iPad Tri-Case 10.9 inch,1,0.0033112582781456954,1
Mac,iMac,Watch Band,Gripp 45/49mm GLEN watch strap - Blue,1,0.0033112582781456954,1
Mac,iMac,Charger/Adapter,35W Dual USB-C Power Adapter,1,0.0033112582781456954,1
Mac,iMac,Other,ALOGIC Ultra USB-C Dock UNI V2 - Space Grey,1,0.0033112582781456954,1
Mac,iMac,Watch Band,Gripp 45/49mm GLEN watch strap - Black,1,0.0033112582781456954,1
Mac,iMac,Keyboard,Magic Keyboard Touch ID With Num Keypad White -  USB-C ,1,0.0033112582781456954,1
Mac,iMac,Case,Tekne ARMOUR Case for iPhone 16 Plus-Matt Clear,1,0.0033112582781456954,1
Mac,iMac,Case,Pulse Armor Magsafe case for iPhone 15 Pro Max Black,1,0.0033112582781456954,1
Mac,iMac,Other,EarPods with 3.5mm Headphone Plug,1,0.0033112582781456954,1
Mac,iMac,Other,ULANZI MAGNETIC TRIPOD,1,0.0033112582781456954,1
Mac,iMac,Mouse/Trackpad,Magic Mouse Black -  USB-C ,1,0.0033112582781456954,1
Mac,iMac,Keyboard,Magic Keyboard Touch ID With Num Keypad Black -  USB-C ,1,0.0033112582781456954,1
Mac,iMac,Charger/Adapter,Pulse PD35W wall charger  indian pin,1,0.0033112582781456954,1
Mac,iMac,Charger/Adapter,MBA 13  M3 - 16 GB RAM 512GB  70W adapter- Midnight,1,0.0033112582781456954,1
Mac,iMac,Other,Apple AirTag Loop - Deep Navy,1,0.0033112582781456954,1
Mac,iMac,Case,Pulse LIQUID silicon case for iPhone 15-Storm Blue,1,0.0033112582781456954,1
Mac,iMac,Case,Pulse THOR Leather case for iPhone 15-Blue,1,0.0033112582781456954,1
Mac,iMac,Other,AirPods Pro  2nd generation  Ear Tips - 2 sets  Medium ,1,0.0033112582781456954,1
Mac,iMac,Other,Eaton Aurora 1000VA Li-Ion UPS,1,0.0033112582781456954,1
Mac,iMac,Other,Soundlink Flex Bt Spkr Black Ww - Bose,1,0.0033112582781456954,1
Mac,iMac,Case,Tekne CLEAR Case with Camera stand for iPhone 16 Pro-Grey,1,0.0033112582781456954,1
Mac,iMac,Other,SanDisk Extreme Portable SSD - 1TB  Black ,1,0.0033112582781456954,1
