core_product,accessory_category,accessory_name,purchase_count,attach_rate
iPhone Other,Case,Apple Watch Series 9 GPS 41mm Midnight Aluminium Case with Midnight Sport Band - S/M,49,0.00016629053331749613
iPhone Other,Watch Band,Gripp 38/40mm stainless steel watch strap - Black,163,0.000553170549607181
iPhone Other,Case,Gripp Rubon Case for Apple iPhone 14 (6.1) with MagSafe - Black,274,0.0009298695128366111
iPhone Other,Case,Pulse CLEAR Case with Camera stand for iPhone 16 Pro-Grey,83,0.00028167580133371797
iPhone Other,Case,Pulse HORNOR Case for iPhone 15 Pro Max-Black,127,0.00043099791288412264
iPhone Other,Case,HYPHEN AIRE Clear Soft Case - iPhone 15 - 6.1,3,1.0181053060254866e-05
iPhone Other,Other,Apple TV 4K WiFi   Ethernet with 128GB storage,561,0.0019038569222676598
iPhone Other,Case,HYPHEN AIRE Clear Soft Case - iPhone 15 Plus - 6.7,3,1.0181053060254866e-05
iPhone Other,Case,Gripp Clear MagSafe Case for Apple iPhone 16  6.1  with White Ring - Clear,85,0.00028846317004055453
iPhone Other,Case,Pulse Vegan Leather Case for iPhone 16 Pro Max -Brown,127,0.00043099791288412264
iPhone Other,Case,iPhone 16 Pro Silicone Case with MagSafe - Stone Gray,25,8.484210883545722e-05
iPhone Other,Case,PULSE Aluminium Rugged Magsafe Case for iPhone 16 Pro-Matt Black,130,0.0004411789659443775
iPhone Other,Case,Gripp NEO MagSafe Case for Apple iPhone 14 Pro (6.1) - Purple,5,1.6968421767091444e-05
iPhone Other,Case,Pulse SILICON Case for iPhone 16 Pro Max-Storm Blue,36,0.0001221726367230584
iPhone Other,Case,Gripp Glacier Slim MagSafe Case for Apple iPhone 16  6.1  - Natural Titanium,15,5.090526530127433e-05
iPhone Other,Case,Gripp STELLAR MagSafe Case for Apple iPhone 16 Pro  6.3  - Black Matte,182,0.0006176505523221285
iPhone Other,Cable,Apple USB-C to Lightning Cable (1 m),316,0.0010724042556801792
iPhone Other,Case,Gripp NEO Case for Apple iPhone 14 Pro Max (6.7) - Purple,36,0.0001221726367230584
iPhone Other,Case,Tekne CRYSTAL Case with Metal Camera Stand for iPhone 16 Pro Max-White,7,2.375579047392802e-05
iPhone Other,Other,Apple AirTag  4 Pack ,530,0.001798652707311693
iPhone Other,Case,Gripp STYLEUS Case for Apple iPad Air 10.9 Sky Blue,8,2.714947482734631e-05
iPhone Other,Case,IPHONE 15 PRO SI CASE CLAY-ZML,2,6.787368706836577e-06
iPhone Other,Case,PULSE Aluminium Rugged Magsafe Case for iPhone 16 Plus-Matt Grey Blue,156,0.000529414759133253
iPhone Other,Other,13-inch MacBook Air Apple M4 with 10core CPU and 10core GPU  16GB RAM 512GB - Starlight,1,3.3936843534182887e-06
iPhone Other,Case,Gripp Matrix MagSafe Case for Apple iPhone 16 Pro  6.3  - Black,52,0.000176471586377751
iPhone Other,Cable,ALOGIC Ultra Fast + USB-C to Lightning 2m Cable Space Grey,289,0.0009807747781378853
iPhone Other,Case,Panzer Limited Artist Edition ClearCase iPhone 12/12 Pro,16,5.429894965469262e-05
iPhone Other,Case,PanzerGlass iPhone 14 6.1 Bundle Clear 360 Bundle ( UWF + HardCase + Lense ) Clear,15,5.090526530127433e-05
iPhone Other,Watch Band,Gripp 40/42/44mm stainless steel watch strap - Silver,123,0.00041742317547044947
iPhone Other,Case,Apple Watch Series 10 GPS   Cellular 46mm Silver Aluminium Case with Denim Sport Band - M/L,3,1.0181053060254866e-05
iPhone Other,Case,Apple iPhone 13 Clear Case with MagSafe,7,2.375579047392802e-05
iPhone Other,Case,Gripp Combat Magsafe Case for Apple iPhone 15 (6.1) - Smoke,5,1.6968421767091444e-05
iPhone Other,Case,Gripp STELLAR MagSafe Case for Apple iPhone 16  6.1  - Transparent,32,0.00010859789930938524
iPhone Other,Case,Gripp NEO MagSafe Case for Apple iPhone 15 (6.1) - Smoke,8,2.714947482734631e-05
iPhone Other,Case,Gripp Clear Case for Apple iPhone 14 (6.1) - Transparent,233,0.0007907284543464613
iPhone Other,Other,AirPods Pro  2nd gen  Ear Tips - 2 sets Small,1153,0.0039129180594912865
iPhone Other,Case,Pulse SILICON Case for iPhone 16-Storm Blue,76,0.0002579200108597899
iPhone Other,Case,Pulse CLEAR Case with Camera stand for iPhone 16-Grey,274,0.0009298695128366111
iPhone Other,Case,Pulse CLEAR Case with Camera stand for iPhone 16-Black,84,0.0002850694856871362
iPhone Other,Case,Gripp Airpods Pro 2 Case + Strap + Keyring Hook - Charcoal,175,0.0005938947618482005
iPhone Other,Case,Gripp Melon Case for Apple iPad Pro 11 2022 - Sky Blue,2,6.787368706836577e-06
iPhone Other,Case,Gripp Defender Case for Apple iPhone 13 (6.1) - Blue,93,0.00031561264486790083
iPhone Other,Case,iPhone 16 Pro Max Silicone Case with MagSafe - Stone Gray,21,7.126737142178406e-05
iPhone Other,Case,PULSE ARMOUR Case for iPhone 16 Plus-Matt Clear,52,0.000176471586377751
iPhone Other,Watch Band,Gripp 42/44/45mm REVERSER watch strap - Grey/Black,210,0.0007126737142178406
iPhone Other,Case,Gripp NEO MagSafe Case for Apple iPhone 14 Pro Max (6.7) - Purple,3,1.0181053060254866e-05
iPhone Other,Case,IPHONE 15 SI CASE STORM BLUE-ZML,6,2.036210612050973e-05
iPhone Other,Case,IPHONE 15 CL CASE-ZML,26,8.82357931888755e-05
iPhone Other,Case,Pulse THOR Leather case for iPhone 15 Pro-Black,203,0.0006889179237439126
iPhone Other,Other,13 inch MBA /M1 chip ;8-7/8GB/256gb PART ID:10075,12,4.072421224101946e-05
iPhone Other,Case,Gripp Defender Case for Apple iPhone 14 (6.1) - Blue,37,0.00012556632107647668
iPhone Other,Case,Gripp Glacier Slim MagSafe Case for Apple iPhone 16 Plus  6.7  - Natural Titanium,15,5.090526530127433e-05
iPhone Other,Case,Gripp STELLAR MagSafe Case for Apple iPhone 16 Plus  6.7  - Transparent,36,0.0001221726367230584
iPhone Other,Other,Tucano Gommo Slimbag Macbooks 13   Laptops upto 14 -Grey,194,0.000658374764563148
iPhone Other,Case,PULSE ARMOUR Case for iPhone 16 Pro Max-Dark Blue,38,0.00012896000542989496
iPhone Other,Case,Gripp Alpine Case for Apple iPhone 15(6.1) - Black,6,2.036210612050973e-05
iPhone Other,Other,USB-C TO USB-C ZINC-ALLOY HOUSING PD 100W,654,0.0022194695671355607
iPhone Other,Other,13-inch MBA M2 chip 8-core CPU and 10-core GPU/512GB - Midnight,3,1.0181053060254866e-05
iPhone Other,Other,TEKNE macbook essential Kit for 13-inch MacBook Air with  M2 chip - Midnight,99,0.00033597475098841057
iPhone Other,Case,Gripp Airpods Pro Case + Strap + Keyring Hook - Black,1,3.3936843534182887e-06
iPhone Other,Case,Gripp HERITAGE XTREME Magsafe Case for Apple iPhone 15 Pro- Blue,3,1.0181053060254866e-05
iPhone Other,Case,Pulse Newton Magsafe Case for iPhone 15 Pro-Blue,179,0.0006074694992618736
iPhone Other,Case,Pulse Armor Magsafe case for iPhone 15 Pro Black,243,0.0008246652978806441
iPhone Other,Case,PULSE Matt Magsafe Case for iPhone 16-Blue,90,0.00030543159180764596
iPhone Other,Case,Gripp ICE frost MagSafe Case for Apple iPhone 15 Pro (6.1) with White Ring - Clear Frost,2,6.787368706836577e-06
iPhone Other,Case,Gripp Clear MagSafe Case for Apple iPhone 15  6.1  with White Ring - Clear,119,0.00040384843805677635
iPhone Other,Cable,Beats USB-C to USB-C Woven Cable  1.5 m  - Rapid Red,1,3.3936843534182887e-06
iPhone Other,Charger/Adapter,Powerup MagSafe AUTO-CLAMP Car Mount Wireless Charger - Black,108,0.0003665179101691752
iPhone Other,Case,Gripp Melon Case for Apple iPad Air 11  2024    Grey Black,7,2.375579047392802e-05
iPhone Other,Keyboard,Magic Keyboard Touch ID With Num Keypad White -  USB-C ,3,1.0181053060254866e-05
iPhone Other,Case,Gripp Clear MagSafe Case for Apple iPhone 15 Pro (6.1) with White Ring - Clear,19,6.448000271494748e-05
iPhone Other,Other,Ultrahuman Ring AIR  Aster Black  Size 11,1,3.3936843534182887e-06
iPhone Other,Case,Gripp Rubon Magsafe Case for Apple iPhone 15 Max (6.7) - Black,74,0.00025113264215295336
iPhone Other,Case,TEKNE Shockproof vegan leather case with stand function for iPad Air 13  M2 -Grey,103,0.00034954948840208375
iPhone Other,Apple Pencil,Apple Pencil (2nd Generation),108,0.0003665179101691752
iPhone Other,Other,EarPods with 3.5mm Headphone Plug,533,0.0018088337603719478
iPhone Other,Case,iPhone 16 Silicone Case with MagSafe - Plum,29,9.841684624913037e-05
iPhone Other,Case,Gripp Melon Case for Apple iPad Pro 13  2024    Grey Black,5,1.6968421767091444e-05
iPhone Other,Case,Gripp Bolt Case for Apple iPhone 14 Max (6.7) with MagSafe - Black,48,0.00016289684896407785
iPhone Other,Case,Pulse Vegan Leather Case for iPhone 16 Pro-Blue,235,0.0007975158230532978
iPhone Other,Case,Pulse Magsafe stand case for iPhone 14,19,6.448000271494748e-05
iPhone Other,Case,Gripp Holdit MagSafe Case for Apple iPhone 16 Pro Max  6.9  - Grey,37,0.00012556632107647668
iPhone Other,Case,iPhone 16 Plus Silicone Case with MagSafe - Lake Green,33,0.00011199158366280352
iPhone Other,Case,Pulse Vegan Leather Case for iPhone 16-Blue,55,0.00018665263943800587
iPhone Other,Case,Apple Watch SE GPS 44mm Midnight Aluminium Case with Midnight Sport Band - ML,126,0.00042760422853070434
iPhone Other,Case,Gripp Clear MagSafe Case for Apple iPhone 14 Pro (6.1) with White Ring - Clear,61,0.0002070147455585156
iPhone Other,Case,Gripp Defender Magsafe Case for Apple iPhone 15 Max (6.7) - Black,3,1.0181053060254866e-05
iPhone Other,Case,Gripp CLARION Case for Apple iPhone 15 (6.1) - Black,37,0.00012556632107647668
iPhone Other,Case,iPhone 16 Plus Silicone Case with MagSafe - Ultramarine,23,7.805474012862063e-05
iPhone Other,Charger/Adapter,MagSafe Charger  1 m ,1068,0.0036244548894507323
iPhone Other,Charger/Adapter,MagSafe Charger,139,0.0004717221251251421
iPhone Other,Case,Gripp Bolt Case for Apple iPhone 14 PRO Max (6.7) - Black,53,0.00017986527073116928
iPhone Other,Other,Belkin-6-OUTLET SURGE PROTECTOR  2 METER CORD,227,0.0007703663482259515
iPhone Other,Charger/Adapter,Powerup MagSafe Car Mount Charger - Black,104,0.000352943172755502
iPhone Other,Other,Valenta Cardprotector Aluminium Magsafe Blue Titanium,5,1.6968421767091444e-05
iPhone Other,Case,AT Minimal Magsafe Case For iPhone 15 Plus-81061-Clear,12,4.072421224101946e-05
iPhone Other,Case,Apple Watch SE GPS 44mm Midnight Aluminium Case with Midnight Sport Band - M/L,51,0.00017307790202433272
iPhone Other,Charger/Adapter,PULSE 65W dual USBC GAN PD adapter - White,447,0.0015169769059779749
iPhone Other,Other,Pulse Magnetic privacy filter for MacBook Pro 16.2 inch 2021  M1 M2 2021- 2023 ,17,5.7692634008110906e-05
iPhone Other,Case,iPhone 16 Plus Silicone Case with MagSafe - Fuchsia,38,0.00012896000542989496
iPhone Other,Case,IPHONE 15 PLUS SI CASE BLACK-ZML,5,1.6968421767091444e-05
iPhone Other,Other,13-inch MBA M2 chip 8-core CPU and 8-core GPU 256GB - Starlight,13,4.411789659443775e-05
iPhone Other,Case,Apple Watch Series 10 GPS   Cellular 42mm Jet Black Aluminium Case with Black Sport Band - S/M,15,5.090526530127433e-05
iPhone Other,Case,Gripp Ultra Case for Apple iPad Air 13  2024    Black,51,0.00017307790202433272
iPhone Other,Case,Gripp CLARION Case for Apple iPhone 14 Pro Max (6.7) - Purple,8,2.714947482734631e-05
iPhone Other,Other,Belkin GLASS SF APPLE  13 PRO MAX TEMPERED GLASS AM TCP,3,1.0181053060254866e-05
iPhone Other,Case,PULSE Aluminium Rugged Magsafe Case for iPhone 16 Pro Max-Matt Green,21,7.126737142178406e-05
iPhone Other,Other,MARSHALL ACTON 3 BT SPEAKER BLACK,106,0.00035973054146233856
iPhone Other,Case,HYPHEN LUCD MagSafe Case - iPhone 15 - 6.1,11,3.7330527887601175e-05
iPhone Other,Other,TEKNE essential USB-C Hub,226,0.0007669726638725332
iPhone Other,Other,Tucano Slimbag Minilux 13 Macbook - Light Blue,1,3.3936843534182887e-06
iPhone Other,Case,Tucano UP Plus case for iPad Air 11  2024    Air 10.9  2020 -Dark Grey,8,2.714947482734631e-05
iPhone Other,Case,IPHONE 15 PRO FINEWOVEN CASE BLACK-ZML,5,1.6968421767091444e-05
iPhone Other,Case,IPHONE 15 FINEWOVEN CASE MULBRY,7,2.375579047392802e-05
iPhone Other,Case,Pulse Vegan Leather Case for iPhone 16-Brown,28,9.502316189571207e-05
iPhone Other,Other,Belkin BUNDLE TCP 2.0 LAUNCH KIT Cleaning Spray  Cleaning Cloth  Film Removal & Application,8,2.714947482734631e-05
iPhone Other,Other,Belkin BUNDLE SFP LAUNCH KIT,11,3.7330527887601175e-05
iPhone Other,Case,iPhone 16 Silicone Case with MagSafe - Ultramarine,133,0.0004513600190046324
iPhone Other,Other,Pulse 30W 10 000mAH Powerbank with TFT Display,570,0.0019344000814484246
iPhone Other,Case,Pulse SILICON Case for iPhone 16 Plus-Black,86,0.00029185685439397284
iPhone Other,Case,PULSE Clear Magsafe Case for iPhone 14,24,8.144842448203893e-05
iPhone Other,Case,Pulse TPU TPE PC shockproof case for iPhone 15 Pro-Light Blue,25,8.484210883545722e-05
iPhone Other,Case,Gripp Slim Fit Magsafe Case for Apple iPhone 16  6.1  - Green,13,4.411789659443775e-05
iPhone Other,Case,IPHONE 15 PLUS CL CASE-ZML,105,0.0003563368571089203
iPhone Other,Case,PULSE Matt Magsafe Case for iPhone 16 Pro-Black,134,0.0004547537033580507
iPhone Other,Case,Pulse Vegan Leather Case for iPhone 16 Pro-Black,59,0.00020022737685167902
iPhone Other,Case,Gripp Terra Case for Apple iPad Pro 11/iPad Air 10.9 - Black,1,3.3936843534182887e-06
iPhone Other,Case,iPhone 14 Silicone Case with MagSafe - Lilac,2,6.787368706836577e-06
iPhone Other,Other,Soundlink Flex Bt Spkr Black Ww - Bose,3,1.0181053060254866e-05
iPhone Other,Case,IPHONE 15 PRO SI CASE GUAVA-ZML,2,6.787368706836577e-06
iPhone Other,Charger/Adapter,PULSE 100W PD GAN Desktop Charger - White,71,0.0002409515890926985
iPhone Other,Case,Gripp Glacier Slim MagSafe Case for Apple iPhone 16 Pro Max  6.9  - Gunmetal,353,0.001197970576756656
iPhone Other,Watch Band,Gripp 42/44/45mm MALLEABLE watch strap - Black,63,0.00021380211426535217
iPhone Other,Case,Gripp STELLAR MagSafe Case for Apple iPhone 16 Plus  6.7  - Blue Matte,36,0.0001221726367230584
iPhone Other,Case,Apple Watch SE GPS 40mm Starlight Aluminium Case with Starlight Sport Band - S/M,170,0.0005769263400811091
iPhone Other,Case,Tekne Super crystal magsafe case for iPhone 15-Clear,5,1.6968421767091444e-05
iPhone Other,Case,Panzer HardCase MagSafe Compatible iPhone 2022 6.1 HardCase Clear + MagSafe,12,4.072421224101946e-05
iPhone Other,Case,Gripp Slim Fit Magsafe Case for Apple iPhone 16 Plus  6.7  - White,7,2.375579047392802e-05
iPhone Other,Apple Pencil,Apple Pencil Tips - 4 pack,240,0.0008144842448203893
iPhone Other,Case,Gripp Vintage Magsafe Case for Apple iPhone 15 Max (6.7) - Black,40,0.00013574737413673155
iPhone Other,Case,iPhone 16 Silicone Case with MagSafe - Lake Green,57,0.00019344000814484246
iPhone Other,Cable,240W USB-C Charge Cable (2 m),449,0.0015237642746848115
iPhone Other,Case,AT Maxsix Pro Leather Case For AirPods Pro 2 - 79310-Blue,36,0.0001221726367230584
iPhone Other,Other,Tucano Dark Bag 13/14,3,1.0181053060254866e-05
iPhone Other,Case,TEKNE Shockproof vegan leather case with stand function for iPad Pro 11  M4 -Blue,100,0.0003393684353418289
iPhone Other,Case,Gripp Holdit MagSafe Case for Apple iPhone 16 Pro  6.3  - Grey,18,6.10863183615292e-05
iPhone Other,Other,G203 Lightsync - Black,1,3.3936843534182887e-06
iPhone Other,Other,Belkin GLASS EZ TRAY APPLE DEVICE 12/12 pro TEMPERED PRIVACY AM 6.1,7,2.375579047392802e-05
iPhone Other,Case,Pulse Vegan Leather Case for iPhone 16 Pro Max-Blue,132,0.0004479663346512141
iPhone Other,Other,Tucano Gommo Shoulder Bag-Black upto Macbooks 16,1,3.3936843534182887e-06
iPhone Other,Other,Pulse Magnetic privacy filter for MacBook Pro 14.2 inch M1 M2 2021  2023 ,18,6.10863183615292e-05
iPhone Other,Case,iPhone 16e Silicone Case White,7,2.375579047392802e-05
iPhone Other,Case,Panzer New iPhone 12 6.1 Case Friendly  Black - Edge-to-Edge Clear,3,1.0181053060254866e-05
iPhone Other,Other,MARSHALL BT SPEAKER WILLEN BLACK   BRASS,4,1.3574737413673155e-05
iPhone Other,Other,Tucano Gommo Sleeve Ultrabooks   Macbooks 13 -Grey,3,1.0181053060254866e-05
iPhone Other,Case,IPHONE 15 SI CASE WINTER BLUE-ZML,11,3.7330527887601175e-05
iPhone Other,Case,AT Minimal Magsafe Case For iPhone 15 Pro Max-81085-Clear,6,2.036210612050973e-05
iPhone Other,Watch Band,Gripp 38/40mm stainless steel watch strap - Silver,172,0.0005837137087879457
iPhone Other,Other,Hs stainless Steel Chug 592ml,1,3.3936843534182887e-06
iPhone Other,Other,Hs Tap Straw 710ml Scuba,1,3.3936843534182887e-06
iPhone Other,Case,Tekne CRYSTAL Case with Metal Camera Stand for iPhone 16-White,13,4.411789659443775e-05
iPhone Other,Case,iPhone 16 Silicone Case with MagSafe - Star Fruit,15,5.090526530127433e-05
iPhone Other,Other,GrippÂ MagSafeÂ CardÂ HolderÂ With Stand- Purple,37,0.00012556632107647668
iPhone Other,Apple Pencil,APPLE PENCIL  USB-C ,819,0.0027794274854495782
iPhone Other,Case,Gripp STELLAR MagSafe Case for Apple iPhone 16  6.1  - Green Matte,158,0.0005362021278400896
iPhone Other,Case,Panzer New iPhone 12 6.1 Case Friendly Privacy  Black - Edge-to-Edge Privacy,4,1.3574737413673155e-05
iPhone Other,Case,Tucano UP Plus case for iPad Air 11  2024    Air 10.9  2020 -Light Blue,4,1.3574737413673155e-05
iPhone Other,Other,Belkin STAND 10W NO-PSU WHITE,1,3.3936843534182887e-06
iPhone Other,Cable,Lightning to USB Cable (1m),202,0.0006855242393904943
iPhone Other,Case,Gripp Holdit MagSafe Case for Apple iPhone 16 Pro  6.3  - R.Gold,222,0.0007533979264588601
iPhone Other,Charger/Adapter,Apple MJ1M2ZM/A USB-C to USB Adapter/PARTID 10795,101,0.00034276211969524713
iPhone Other,Case,Pulse Vegan Leather Case for iPhone 16 Plus-Black,37,0.00012556632107647668
iPhone Other,Case,Gripp Slim Fit Magsafe Case for Apple iPhone 16 Plus  6.7  - Blue,5,1.6968421767091444e-05
iPhone Other,Case,Gripp NEO MagSafe Case for Apple iPhone 13 6.1 - Smoke,55,0.00018665263943800587
iPhone Other,Case,IPHONE 15 FINEWOVEN CASE BLACK-ZML,225,0.0007635789795191149
iPhone Other,Charger/Adapter,Powerup 3in1 Flat Wireless Charger - White,36,0.0001221726367230584
iPhone Other,Other,Tucano Sandy Sleeve 13/14,119,0.00040384843805677635
iPhone Other,Case,AT Maxsix Pro Leather Case For AirPods Pro 2 -79303-Brown,10,3.393684353418289e-05
iPhone Other,Case,Gripp Clear Case for Apple iPhone 16 Plus  6.7  - Clear,42,0.0001425347428435681
iPhone Other,Case,iPhone 14 Plus Silicone Case with MagSafe - Elderberry,5,1.6968421767091444e-05
iPhone Other,Other,Ultrahuman Ring AIR  Aster Black  Size 7,1,3.3936843534182887e-06
iPhone Other,Case,iPhone 14 Plus Silicone Case with MagSafe - Chalk Pink,111,0.00037669896322943005
iPhone Other,Case,Gripp NEO XTREME Magsafe Case for Apple iPhone 15 (6.1) - Smoke,6,2.036210612050973e-05
iPhone Other,Case,AirPods  3rd generation  with MagSafe Charging Case,348,0.0011810021549895644
iPhone Other,Case,Pulse SILICON Case for iPhone 16 Plus-Storm Blue,53,0.00017986527073116928
iPhone Other,Case,Gripp Slim Fit Magsafe Case for Apple  iPhone 15 Max  6.7  - Blue,12,4.072421224101946e-05
iPhone Other,Other,Ultrahuman Ring AIR  Matte Grey  Size 11,1,3.3936843534182887e-06
iPhone Other,Other,46mm Plum Sport Loop,2,6.787368706836577e-06
iPhone Other,Other,46mm Blue Cloud Sport Loop,103,0.00034954948840208375
iPhone Other,Case,Gripp Ultra Case for Apple iPad Pro 11  2024    Black,18,6.10863183615292e-05
iPhone Other,Case,iPhone 12 mini Leather Case with MagSafe - California Poppy,1,3.3936843534182887e-06
iPhone Other,Case,iPhone 14 Leather Case with MagSafe - Umber,11,3.7330527887601175e-05
iPhone Other,Case,iPhone 14 Pro Max Silicone Case with MagSafe - Sunglow,7,2.375579047392802e-05
iPhone Other,Other,Powerup Magnetic Car Mount - Black,9,3.05431591807646e-05
iPhone Other,Case,Gripp Slim Fit Magsafe Case for Apple iPhone 16 Plus  6.7  - Green,15,5.090526530127433e-05
iPhone Other,Charger/Adapter,Tucano Mendini 15 Watt Wireless Charger - Multicolor,1,3.3936843534182887e-06
iPhone Other,Case,PULSE Aluminium Rugged Magsafe Case for iPhone 16 Plus-Matt Green,22,7.466105577520235e-05
iPhone Other,Other,Apple HomePod mini - Blue,26,8.82357931888755e-05
iPhone Other,Case,Apple iPhone 13 Silicone Case with MagSafe Midnight,34,0.00011538526801622181
iPhone Other,Watch Band,Pulse magnetic silicon Apple watch band  CLOULD GRAY DEEP ,159,0.0005395958121935079
iPhone Other,Watch Band,Gripp 45/49mm GLEN watch strap - Blue,34,0.00011538526801622181
iPhone Other,Other,Ultrahuman Ring AIR  Aster Black  Size 10,2,6.787368706836577e-06
iPhone Other,Case,Gripp HERITAGE XTREME Magsafe Case for Apple iPhone 15 Pro Max- Brown,1,3.3936843534182887e-06
iPhone Other,Case,Gripp HERITAGE XTREME Magsafe Case for Apple iPhone 15 Pro Max- Black,9,3.05431591807646e-05
iPhone Other,Watch Band,Gripp 42/44mm stainless steel Metal watch strap - Gold,51,0.00017307790202433272
iPhone Other,Other,13-inch MBA M2 8-core CPU and 8-core GPU  256GB - Space Grey,119,0.00040384843805677635
iPhone Other,Case,Gripp Clear MagSafe Case for Apple iPhone 16e  6.1   with White Ring - Clear,213,0.0007228547672780954
iPhone Other,Cable,Apple USB-C to Magsafe 3 Cable  2 m ,107,0.00036312422581575687
iPhone Other,Other,Tucano Gommo Sleeve-Black Ultrabooks   Macbooks 13,3,1.0181053060254866e-05
iPhone Other,Case,Apple Watch Ultra 2 GPS   Cellular 49mm Black Titanium Case with Black Ocean Band,121,0.0004106358067636129
iPhone Other,Case,iPhone 14 Plus Clear Case with MagSafe,7,2.375579047392802e-05
iPhone Other,Other,NOERDEN BIMI White,69,0.0002341642203858619
iPhone Other,Case,Gripp Rubon Magsafe Case for Apple iPhone 15 (6.1) - Sierra Blue,12,4.072421224101946e-05
iPhone Other,Case,iPhone 16 Pro Max Silicone Case with MagSafe - Ultramarine,16,5.429894965469262e-05
iPhone Other,Case,Gripp Slim Fit Magsafe Case for Apple  iPhone 15 Max  6.7  - Black,10,3.393684353418289e-05
iPhone Other,Cable,Powerup 4IN1 1.5m Cable - Black,123,0.00041742317547044947
iPhone Other,Case,IPHONE 15 SI CASE CYPRESS-ZML,4,1.3574737413673155e-05
iPhone Other,Charger/Adapter,Lightning to 3.5 mm Headphone Jack Adapter,548,0.0018597390256732222
iPhone Other,Case,Tekne CRYSTAL Case with Metal Camera Stand for iPhone 16 Pro-Grey,10,3.393684353418289e-05
iPhone Other,Case,Tekne CRYSTAL Case with Metal Camera Stand for iPhone 16 Pro Max-Grey,2,6.787368706836577e-06
iPhone Other,Case,Tekne CRYSTAL Case with Metal Camera Stand for iPhone 16 Plus-Black,3,1.0181053060254866e-05
iPhone Other,Other,UAG-IPH 15 PRO CIVILIAN MAGSAFE-09269-BLACK,2,6.787368706836577e-06
iPhone Other,Case,Tucano UP Plus case for iPad Air 11  2024    Air 10.9  2020 -Black,2,6.787368706836577e-06
iPhone Other,Case,Apple Watch Series 10 GPS   Cellular 46mm Jet Black Aluminium Case with Black Sport Band - S/M,16,5.429894965469262e-05
iPhone Other,Case,iPhone 16e Silicone Case Black,115,0.00039027370064310317
iPhone Other,Other,Lab Grown Diamond Studded Silver jewellery,33,0.00011199158366280352
iPhone Other,Case,Gripp Elite case + Keyring Hook for Airpods Pro - Black,14,4.751158094785604e-05
iPhone Other,Case,PULSE Matt Magsafe Case for iPhone 16 Pro-Blue,28,9.502316189571207e-05
iPhone Other,Watch Band,Gripp 45/49mm Dual REVERSER watch strap - Black/Yellow,16,5.429894965469262e-05
iPhone Other,Charger/Adapter,USB-C Digital AV Multiport Adapter,106,0.00035973054146233856
iPhone Other,Case,Gripp Combat Case for Apple iPhone 15 Pro (6.1) - Smoke,1,3.3936843534182887e-06
iPhone Other,Case,HYPHEN DURO Drop Case - iPhone 15 Pro - 6.1 10ft Drop-Tested Case,8,2.714947482734631e-05
iPhone Other,Case,HYPHEN DURO MagSafe Drop Case - iPhone 15 Pro Max - 6.7 10ft Drop-Tested Case,6,2.036210612050973e-05
iPhone Other,Cable,TEKNE 240W USB4 Braided Cable,682,0.002314492729031273
iPhone Other,Mouse/Trackpad,Apple Magic Mouse 2 - Silver,21,7.126737142178406e-05
iPhone Other,Keyboard,Apple Magic Keyboard - US English,110,0.00037330527887601174
iPhone Other,Case,Gripp Elite case + Keyring Hook for Airpods Pro 2 - Black,196,0.0006651621332699845
iPhone Other,Watch Band,Pulse magnetic silicon Apple watch band  STARLING OLIVE GREEN ,232,0.000787334769993043
iPhone Other,Other,Marshall-Emberton III - Black   Brass,98,0.00033258106663499226
iPhone Other,Case,Gripp Rubon Magsafe Case for Apple iPhone 15 Pro Max (6.7) - Grey,2,6.787368706836577e-06
iPhone Other,Charger/Adapter,Powerup Type-C 30w Quick Car Charger - Black,6,2.036210612050973e-05
iPhone Other,Case,iPhone 16 Silicone Case with MagSafe - Fuchsia,28,9.502316189571207e-05
iPhone Other,Case,IPHONE 15 FINEWOVEN CASE TAUPE-ZML,12,4.072421224101946e-05
iPhone Other,Case,HYPHEN AIRE Clear Soft Case - iPhone 14 Max - 6.7,4,1.3574737413673155e-05
iPhone Other,Case,Apple Watch Series 10 GPS 42mm Jet Black Aluminium Case with Black Sport Band - S/M,23,7.805474012862063e-05
iPhone Other,Case,Gripp Vintage Magsafe Case for Apple iPhone 15 (6.1) - Black,3,1.0181053060254866e-05
iPhone Other,Case,IPHONE 15 PLUS FINEWOVEN CASE BLACK-ZML,9,3.05431591807646e-05
iPhone Other,Case,Pulse CLEAR Case with Camera stand for iPhone 16 Plus-Black,53,0.00017986527073116928
iPhone Other,Case,PanzerGlass ClearCase for Apple iPhone 2021 6.1  Grape AB,6,2.036210612050973e-05
iPhone Other,Case,Apple iPhone 13 Silicone Case with MagSafe Marigold,9,3.05431591807646e-05
iPhone Other,Case,iPhone 13 Silicone Case with MagSafe Lemon Zest,3,1.0181053060254866e-05
iPhone Other,Case,Apple Watch Series 9 GPS   Cellular 41mm Starlight Aluminium Case with Starlight Sport Band - S/M,8,2.714947482734631e-05
iPhone Other,Case,Gripp ICE frost MagSafe Case for Apple iPhone 15 Pro Max (6.7) with White Ring - Clear Frost,2,6.787368706836577e-06
iPhone Other,Case,Pulse CLEAR Case with Camera stand for iPhone 16 Plus-Grey,48,0.00016289684896407785
iPhone Other,Case,Gripp Slim Fit Magsafe Case for Apple  iPhone 15 Max  6.7  - Transparent,14,4.751158094785604e-05
iPhone Other,Case,Gripp Rubon Magsafe Case for Apple iPhone 15 (6.1) - Black,4,1.3574737413673155e-05
