core_product,accessory_category,accessory_name,purchase_count,attach_rate
iPhone 16,Watch Band,TEKNE Reversible Classic Silicon Magnetic Band: Brown+ Starlight,56,0.00019004632379142415
iPhone 16,Case,Gripp Holdit MagSafe Case for Apple iPhone 16 Plus  6.7  - Grey,1,3.3936843534182887e-06
iPhone 16,Keyboard,Apple Magic Keyboard - US English,10,3.393684353418289e-05
iPhone 16,Other,TEKNE macbook essential Kit for 13-inch MacBook Air with  M2 chip - Midnight,19,6.448000271494748e-05
iPhone 16,Other,Gripp Riser Laptop Stand - Grey,9,3.05431591807646e-05
iPhone 16,Case,Pulse LIQUID silicon case for iPhone 15-Storm Blue,19,6.448000271494748e-05
iPhone 16,Case,Gripp ICE FROST MagSafe Case for Apple iPhone 15 (6.1) with White Ring - Clear Frost,5,1.6968421767091444e-05
iPhone 16,Case,Gripp Ultra Case for Apple iPad Mini 7 - Black,19,6.448000271494748e-05
iPhone 16,Case,PULSE Aluminium Rugged Magsafe Case for iPhone 16 Pro-Matt Grey Blue,1,3.3936843534182887e-06
iPhone 16,Case,Gripp STELLAR MagSafe Case for Apple iPhone 16 Plus  6.7  - Black Matte,9,3.05431591807646e-05
iPhone 16,Case,Pulse TANK Gradient Magsafe case for iPhone 15 Pro-Blue,1,3.3936843534182887e-06
iPhone 16,Case,Tekne CLEAR Case with Camera stand for iPhone 16 Pro Max-Grey,3,1.0181053060254866e-05
iPhone 16,Other,MBP 14 M3 PRO SB/11C/14C GPU/18G/512GB,6,2.036210612050973e-05
iPhone 16,Case,NATIVE UNION STOW MACBOOK CASE FABRIC SLATE 13,5,1.6968421767091444e-05
iPhone 16,Case,Gripp Glacier Slim MagSafe Case for Apple iPhone 16 Pro Max  6.9  - Natural Titanium,2,6.787368706836577e-06
iPhone 16,Other,PG MSC-ALUM-DUSTY ROSE-BPT BPT,1,3.3936843534182887e-06
iPhone 16,Case,Pulse Newton Magsafe Case for iPhone 15-Grey,2,6.787368706836577e-06
iPhone 16,Mouse/Trackpad,Magic Trackpad White -  USB-C ,20,6.787368706836578e-05
iPhone 16,Keyboard,Magic Keyboard Touch ID With Num Keypad White -  USB-C ,1,3.3936843534182887e-06
iPhone 16,Other,Tucano Slimbag Minilux 13 Macbook - Acid Green,2,6.787368706836577e-06
iPhone 16,Other,Tucano Gommo Bag 15 /16  - Military Green,2,6.787368706836577e-06
iPhone 16,Watch Band,Gripp 45/49mm Dual REVERSER watch strap - Dark Blue/Light Blue,21,7.126737142178406e-05
iPhone 16,Other,Powerup Magnetic Car Mount - Black,2,6.787368706836577e-06
iPhone 16,Case,Gripp Clear Case for Apple iPhone 16 Pro Max  6.9  - Clear,38,0.00012896000542989496
iPhone 16,Watch Band,TEKNE Milanese Adventure Band-Black,1,3.3936843534182887e-06
iPhone 16,Case,Gripp Clear Case for Apple iPhone 16 Plus  6.7  - Clear,4,1.3574737413673155e-05
iPhone 16,Case,Gripp Clear Case for Apple iPhone 14 (6.1) - Transparent,24,8.144842448203893e-05
iPhone 16,Case,PanzerGlass iPhone 2023 6.1 - HardCase MagSafe with D3OÂ®,1,3.3936843534182887e-06
iPhone 16,Case,iPhone 14 Silicone Case with MagSafe - Storm Blue,20,6.787368706836578e-05
iPhone 16,Other,SanDisk Extreme Portable SSD - 1TB  Black ,1,3.3936843534182887e-06
iPhone 16,Case,Gripp Airpods Pro 2 Case + Strap + Keyring Hook - Indigo,1,3.3936843534182887e-06
iPhone 16,Case,Apple Watch Series 10 GPS 42mm Rose Gold Aluminium Case with Light Blush Sport Band - M/L,2,6.787368706836577e-06
iPhone 16,Other,Apple AirTag  4 Pack ,61,0.0002070147455585156
iPhone 16,Other,Tucano Gommo Sleeve Laptops upto 15.6   Macbooks upto 16 -Yellow,36,0.0001221726367230584
iPhone 16,Case,Gripp Melon Case for Apple iPad Pro 11  2024  - Dark Blue,18,6.10863183615292e-05
iPhone 16,Case,Gripp Elite case + Keyring Hook for Airpods Pro 2 - Black,19,6.448000271494748e-05
iPhone 16,Charger/Adapter,Apple 12W USB Power Adapter   ,18,6.10863183615292e-05
iPhone 16,Case,Gripp Slim Fit Magsafe Case for Apple iPhone 16 Pro Max  6.9  - Black,26,8.82357931888755e-05
iPhone 16,Case,iPhone 16 Pro Max Clear Case with MagSafe,77,0.00026131369521320823
iPhone 16,Watch Band,TOTEM Apple Watch Active band Lunar Gray - 45mm,18,6.10863183615292e-05
iPhone 16,Cable,60W USB C WOVEN CHARGE CABLE 1M / PartID: 22334,58,0.00019683369249826074
iPhone 16,Charger/Adapter,70W USB-C Power Adapter,106,0.00035973054146233856
iPhone 16,Case,iPhone 16 Pro Silicone Case with MagSafe - Ultramarine,36,0.0001221726367230584
iPhone 16,Case,TEKNE Shockproof vegan leather case with stand function for iPad Pro 11  M4 -Blue,18,6.10863183615292e-05
iPhone 16,Other,AirPods Pro  2nd generation  Ear Tips - 2 sets  Large ,144,0.0004886905468922336
iPhone 16,Case,IPHONE 15 FINEWOVEN CASE GRN-ZML,19,6.448000271494748e-05
iPhone 16,Other,Tucano Smilza Slim bag 13 /14 -Green,18,6.10863183615292e-05
iPhone 16,Other,Tucano Sandy Sleeve 13/14,19,6.448000271494748e-05
iPhone 16,Cable,Belkin USB-C to Lightning Cable 1.2M - BLK,18,6.10863183615292e-05
iPhone 16,Other,Tucano Gommo Slimbag Macbooks 13   Laptops upto 14 -Grey,36,0.0001221726367230584
iPhone 16,Watch Band,Pulse magnetic silicon Apple watch band  CLOULD GRAY DEEP ,19,6.448000271494748e-05
iPhone 16,Case,Pulse TPU TPE PC shockproof case for iPhone 15 Pro Max-Light Blue,36,0.0001221726367230584
iPhone 16,Case,Gripp CLARION Magsafe Case for Apple iPhone 14 Pro (6.1) - Purple,19,6.448000271494748e-05
iPhone 16,Case,iPhone 16 Pro Clear Case with MagSafe,65,0.00022058948297218876
iPhone 16,Charger/Adapter,Lightning to 3.5 mm Headphone Jack Adapter,36,0.0001221726367230584
iPhone 16,Other,Tucano Isotta Slim bag 15 /16  - Black,19,6.448000271494748e-05
iPhone 16,Case,Pulse LIQUID silicon case for iPhone 15 Pro Max-Storm Blue,26,8.82357931888755e-05
iPhone 16,Case,iPhone 16 Pro Max Silicone Case with MagSafe - Black,38,0.00012896000542989496
iPhone 16,Cable,USB-C to Lightning Cable  2 m ,69,0.0002341642203858619
iPhone 16,Case,Gripp STYLEUS Case for Apple iPad Air 11  2024    Black,18,6.10863183615292e-05
iPhone 16,Charger/Adapter,Powerup Max Charge 20W USB Type-C Ultra Smart Wall Charger - White,90,0.00030543159180764596
iPhone 16,Other,Belkin PVC C-LTG 1M  MIDNIGHT GREEN- C to Lightning,144,0.0004886905468922336
iPhone 16,Cable,Belkin USB-C to Lightning Cable 1.2M WHT,18,6.10863183615292e-05
iPhone 16,Case,KMP GREEN UP Sporty Case - Schtzhlle for iPhone Sporty Case - Protective case for iPhone XS Max - Transparent,36,0.0001221726367230584
iPhone 16,Other,Belkin SCRNOVRLY GLASS IP-39 EZ TRAY TEMPERED GLASS,18,6.10863183615292e-05
iPhone 16,Case,KMP GREEN UP Sporty Case - Schtzhlle for iPhone Sporty Case - Protective case for iPhone XS Max - Blue/Green,18,6.10863183615292e-05
iPhone 16,Case,PanzerGlass ClearCase for iPhone 2021 6.1 Pro AB,18,6.10863183615292e-05
iPhone 16,Case,KMP GREEN UP Sporty Case - Schtzhlle for iPhone Sporty Case - Protective case for iPhone XR - Transparent,18,6.10863183615292e-05
iPhone 16,Cable,Apple USB-C to Magsafe 3 Cable  2m ,54,0.0001832589550845876
iPhone 16,Case,TEKNE Shockproof vegan leather case with stand function for iPad Pro 11  M4 -Black,37,0.00012556632107647668
iPhone 16,Case,IPHONE 15 FINEWOVEN CASE BLACK-ZML,36,0.0001221726367230584
iPhone 16,Case,iPhone 16 Plus Silicone Case with MagSafe - Denim,18,6.10863183615292e-05
iPhone 16,Other,Tucano Gommo Slim bag 15 /16 - Grey,18,6.10863183615292e-05
iPhone 16,Case,Gripp Bolt Case for Apple iPhone 15 Pro Max (6.7) - Black,19,6.448000271494748e-05
iPhone 16,Other,Tucano Gommo Slimbag Macbooks 13   Laptops upto 14 -Military Green,37,0.00012556632107647668
iPhone 16,Case,Pulse LIQUID silicon case for iPhone 15 Pro-Storm Blue,26,8.82357931888755e-05
iPhone 16,Case,Gripp Matrix MagSafe Case for Apple iPhone 16 Pro Max  6.9  - Black,26,8.82357931888755e-05
iPhone 16,Watch Band,46mm Black Sport Band - M/L,18,6.10863183615292e-05
iPhone 16,Case,Pulse TPU TPE PC shockproof case for iPhone 15-Black,19,6.448000271494748e-05
iPhone 16,Watch Band,Gripp 40/42/44mm stainless steel watch strap - Silver,18,6.10863183615292e-05
iPhone 16,Cable,Fuel Box 1.2M Type-C to Lightning Cable - Blk/Red,44,0.0001493221115504047
iPhone 16,Charger/Adapter,Powerup MagSafe Car Mount Charger - Black,18,6.10863183615292e-05
iPhone 16,Charger/Adapter,140W USB-C Power Adapter,18,6.10863183615292e-05
iPhone 16,Case,iPhone 16 Pro Max Silicone Case with MagSafe - Lake Green,20,6.787368706836578e-05
iPhone 16,Other,Beats Flex   All-Day Wireless Earphones   Beats Black,18,6.10863183615292e-05
iPhone 16,Other,Tucano Smilza Slimbag Macbooks 13   Laptops upto 14 -Yellow,18,6.10863183615292e-05
iPhone 16,Cable,ALOGIC Ultra Fast + USB-C to Lightning 1m Cable Space Grey,36,0.0001221726367230584
iPhone 16,Watch Band,42mm Desert Stone Nike Sport Band - S/M,18,6.10863183615292e-05
iPhone 16,Case,iPhone 16 Pro Max Silicone Case with MagSafe - Fuchsia,18,6.10863183615292e-05
iPhone 16,Charger/Adapter,96W USB-C POWER ADAPTER-HIN,54,0.0001832589550845876
iPhone 16,Other,GrippÂ MagSafeÂ CardÂ HolderÂ With Stand- Camel,18,6.10863183615292e-05
iPhone 16,Watch Band,Gripp 40/42/44mm stainless steel watch strap - Black,34,0.00011538526801622181
iPhone 16,Other,HOMEPOD MINI - MIDNIGHT CONS,27,9.16294775422938e-05
iPhone 16,Case,Gripp EVO MagSafe Case for Apple iPhone 14 Max  6.7  - Dark Blue  Blue Back ,18,6.10863183615292e-05
iPhone 16,Other,Tucano Gommo Backpack 15 /16 -Yellow,18,6.10863183615292e-05
iPhone 16,Case,Gripp Clear MagSafe Case for Apple iPhone 15  6.1  with White Ring - Clear,20,6.787368706836578e-05
iPhone 16,Case,Gripp Rubon Case for Apple iPhone 14 (6.1) with MagSafe - Black,36,0.0001221726367230584
iPhone 16,Cable,Beats USB-A to USB-C Woven Cable  1.5 m  - Bolt Black,18,6.10863183615292e-05
iPhone 16,Other,Gripp MALLEABLE Premium Leather Laptop Sleeve for 14 - Dark Blue,18,6.10863183615292e-05
iPhone 16,Watch Band,40mm Starlight Sport Band - S/M,18,6.10863183615292e-05
iPhone 16,Other,Belkin GLASS EZ TRAY APPLE  13 PRO MAX TEMPERED GLASS AM,62,0.0002104084299119339
iPhone 16,Other,Belkin GLASS EZ TRAY APPLE  13 MINI TEMPERED GLASS AM,18,6.10863183615292e-05
iPhone 16,Other,Marshall-Emberton III - Black   Brass,19,6.448000271494748e-05
iPhone 16,Cable,Beats USB-C to Lightning Woven Cable  1.5 m  - Surge Stone,19,6.448000271494748e-05
iPhone 16,Case,Gripp Defender Case for Apple iPhone 15 Pro Max (6.7) - Black,18,6.10863183615292e-05
iPhone 16,Other,Tucano Gommo Sleeve Ultrabooks   Macbooks 13 -Military Green,18,6.10863183615292e-05
iPhone 16,Watch Band,Gripp 42/44/45mm REVERSER watch strap - Pink/White,18,6.10863183615292e-05
iPhone 16,Case,Gripp Glacier Slim MagSafe Case for Apple iPhone 16 Pro  6.3  - Natural Titanium,27,9.16294775422938e-05
iPhone 16,Other,Beats Fit Pro True Wireless Earbuds Beats Black,18,6.10863183615292e-05
iPhone 16,Case,Gripp CLARION MAGSAFE Case for Apple iPhone 15 (6.1) - Black,21,7.126737142178406e-05
iPhone 16,Case,Gripp Holdit MagSafe Case for Apple iPhone 16 Pro  6.3  - R.Gold,26,8.82357931888755e-05
iPhone 16,Watch Band,Gripp 45/49mm Dual REVERSER watch strap - Black/Orange,18,6.10863183615292e-05
iPhone 16,Watch Band,TEKNE Elegance Leather Band-Light Green,18,6.10863183615292e-05
iPhone 16,Watch Band,44mm Black Sport Band - S/M & M/L (Demo),18,6.10863183615292e-05
iPhone 16,Watch Band,Apple 41 Starlight Sport Band  B480  Demo,18,6.10863183615292e-05
iPhone 16,Watch Band,Apple 41 mm Pure Platinum/Black Nike Sport Band  B515  Demo,24,8.144842448203893e-05
iPhone 16,Watch Band,Apple Watch 45mm Oat Milk/Lemon Zest Sport Loop Band,18,6.10863183615292e-05
iPhone 16,Watch Band,Apple Watch 40mm Haste/Light Silver Nike Sport Band,18,6.10863183615292e-05
iPhone 16,Watch Band,42mm White Sport Band - S/M & M/L (Demo - Try On),18,6.10863183615292e-05
iPhone 16,Case,IPHONE 15 PRO SI CASE STORM BLUE-ZML,18,6.10863183615292e-05
iPhone 16,Watch Band,TEKNE Reversible Classic Silicon Magnetic Band: Red+Black,18,6.10863183615292e-05
iPhone 16,Other,Tucano Smilza Slim Bag-Blue,34,0.00011538526801622181
iPhone 16,Watch Band,TEKNE Paris Leather band-Black,18,6.10863183615292e-05
iPhone 16,Watch Band,TEKNE Elegance Leather Band-Starlight,18,6.10863183615292e-05
iPhone 16,Other,Tucano Second Skin sleeve designed especially for 13.3  and 14  notebooks - Sky Blue,19,6.448000271494748e-05
iPhone 16,Watch Band,40mm Light Blush Sport Band - S/M,18,6.10863183615292e-05
iPhone 16,Watch Band,TEKNE Classic Milanese Band-Silver,18,6.10863183615292e-05
iPhone 16,Case,Tucano UP Plus iPad case for iPad 10.9 -10th gen - Black,18,6.10863183615292e-05
iPhone 16,Watch Band,TEKNE Classic Silicon Sports Band: Black-Blue,19,6.448000271494748e-05
iPhone 16,Charger/Adapter,USB-C TO USB ADAPTER-ZML,1,3.3936843534182887e-06
iPhone 16,Case,iPhone 14 Silicone Case with MagSafe - Lilac,1,3.3936843534182887e-06
iPhone 16,Case,Gripp Compaq Macbook Air Hardshel case 13.6 (M2 2022) - Frost,2,6.787368706836577e-06
iPhone 16,Other,13-inch MacBook Air Apple M4 with 10core CPU and 10core GPU  16GB RAM 512GB - Sky Blue,1,3.3936843534182887e-06
iPhone 16,Case,Apple Watch SE GPS   Cellular 44mm Midnight Aluminium Case with Midnight Sport Band - M/L,8,2.714947482734631e-05
iPhone 16,Case,Panzer New iPhone 12 6.1 Case Friendly  Black - Edge-to-Edge Clear,1,3.3936843534182887e-06
iPhone 16,Case,Tekne CRYSTAL Case with Metal Camera Stand for iPhone 16 Pro-White,1,3.3936843534182887e-06
iPhone 16,Other,Tucano Colore Sleeve 13/14,10,3.393684353418289e-05
iPhone 16,Other,Valenta Cardprotector Aluminium Magsafe Black,1,3.3936843534182887e-06
iPhone 16,Case,TEKNE Shockproof vegan leather case with stand function for iPad pro 13  M4 -Black,3,1.0181053060254866e-05
iPhone 16,Other,PG MSC-ALUM-RADIAL GOLD-GD CLR,1,3.3936843534182887e-06
iPhone 16,Case,PULSE Matt Magsafe Case for iPhone 16 Pro-Black,2,6.787368706836577e-06
iPhone 16,Other,Beats Flex All-Day Wireless Earphones - Smoke Gray,2,6.787368706836577e-06
iPhone 16,Case,Pulse TANK Gradient Magsafe case for iPhone 15-Blue,1,3.3936843534182887e-06
iPhone 16,Other,Tucano Elements 2 Sleeve 13  - Black,1,3.3936843534182887e-06
iPhone 16,Other,PG MSC-LAVENDER TRNSL-WLAVT WLAVT,2,6.787368706836577e-06
iPhone 16,Other,Series SE GPS - 40mm - Space Gray Aluminum,1,3.3936843534182887e-06
iPhone 16,Watch Band,APPLE WATCH 40mm SPEARMINT BAND,1,3.3936843534182887e-06
iPhone 16,Case,Tekne CLEAR Case with Camera stand for iPhone 16 Pro Max-Black,13,4.411789659443775e-05
iPhone 16,Case,Apple Watch Series 10 GPS   Cellular 46mm Jet Black Aluminium Case with Black Sport Band - S/M,2,6.787368706836577e-06
iPhone 16,Apple Pencil,Logitech Pencil Logitech Crayon - DEMO,1,3.3936843534182887e-06
iPhone 16,Charger/Adapter,ANKER Powerport III Nano - 20W PD Adapter,1,3.3936843534182887e-06
iPhone 16,Case,Pulse Clear Magsafe Case for iPhone 15-Clear,1,3.3936843534182887e-06
iPhone 16,Other,Tucano Colore Sleeve 13 /14 -Fuschia,1,3.3936843534182887e-06
iPhone 16,Case,HYPHEN DURO Drop Case - iPhone 15 Pro - 6.1 10ft Drop-Tested Case,1,3.3936843534182887e-06
iPhone 16,Case,Pulse CRYSTAL Case with Metal Camera Stand for iPhone 16 Pro Max-White,19,6.448000271494748e-05
iPhone 16,Case,iPhone 14 Silicone Case with MagSafe - Elderberry,1,3.3936843534182887e-06
iPhone 16,Case,Apple Watch SE GPS 40mm Midnight Aluminium Case with Midnight Sport Band - M/L,2,6.787368706836577e-06
iPhone 16,Case,Gripp Dusk MagSafe Case for Apple iPhone 16 Pro Max  6.9  - Black,1,3.3936843534182887e-06
iPhone 16,Case,Pulse Newton Magsafe Case for iPhone 15 Pro-Black,1,3.3936843534182887e-06
iPhone 16,Case,TEKNE Silicone Airpod Case for Airpods Pro-Motif Blue with Dots,2,6.787368706836577e-06
iPhone 16,Case,Gripp Melon Case for Apple iPad Pro 11  2024    Grey Black,18,6.10863183615292e-05
iPhone 16,Case,iPhone 16 Pro Silicone Case with MagSafe - Plum,2,6.787368706836577e-06
iPhone 16,Case,Apple Watch SE GPS   Cellular 44mm Starlight Aluminium Case with Starlight Sport Band - M/L,1,3.3936843534182887e-06
iPhone 16,Case,Gripp STELLAR MagSafe Case for Apple iPhone 16 Pro  6.3  - Gold Matte,21,7.126737142178406e-05
iPhone 16,Other,Beats Solo Buds - True Wireless Earbuds - Diwali Special Edition - Burnt Orange,2,6.787368706836577e-06
iPhone 16,Case,Pulse FROSTED Case for iPhone 15-Black,2,6.787368706836577e-06
iPhone 16,Case,Pulse CLEAR Case with Camera stand for iPhone 16 Plus-Dark Blue,1,3.3936843534182887e-06
iPhone 16,Other,MARSHALL KILBURN II MS KLBN2 BLK BRS,1,3.3936843534182887e-06
iPhone 16,Watch Band,TEKNE Classic Silicon Sports Band: Black-Red,1,3.3936843534182887e-06
iPhone 16,Watch Band,TEKNE Classic Silicon Sports Band: Dark Cyan,1,3.3936843534182887e-06
iPhone 16,Other,Tucano Dark Slim bag 13 /14 -Red,1,3.3936843534182887e-06
iPhone 16,Case,iPhone 14 Silicone Case with MagSafe - (PRODUCT)RED,2,6.787368706836577e-06
iPhone 16,Case,iPhone 16 Plus Silicone Case with MagSafe - Lake Green,2,6.787368706836577e-06
iPhone 16,Watch Band,Pulse magnetic silicon Apple watch band  STARLING OLIVE GREEN ,17,5.7692634008110906e-05
iPhone 16,Case,Pulse HORNOR Case for iPhone 15-Blue,1,3.3936843534182887e-06
iPhone 16,Charger/Adapter,Apple MJ1M2ZM/A USB-C to USB Adapter/PARTID 10795,2,6.787368706836577e-06
iPhone 16,Other,Tucano Gommo Sleeve-Black upto Macbooks 16,1,3.3936843534182887e-06
iPhone 16,Case,Pulse FROSTED Case for iPhone 15 Pro Max-Black,1,3.3936843534182887e-06
iPhone 16,Watch Band,Gripp 45/49mm SOLO watch strap - Black,2,6.787368706836577e-06
iPhone 16,Other,49mm Blue Trail Loop - M/L - Natural Titanium Finish,1,3.3936843534182887e-06
iPhone 16,Case,iPhone 16 Plus Silicone Case with MagSafe - Fuchsia,1,3.3936843534182887e-06
iPhone 16,Case,PULSE Matt Magsafe Case for iPhone 16 Pro Max-Black,5,1.6968421767091444e-05
iPhone 16,Other,Beats Solo Buds - True Wireless Earbuds - Storm Grey,2,6.787368706836577e-06
iPhone 16,Case,Pulse THOR Leather case for iPhone 15 Pro-Blue,1,3.3936843534182887e-06
iPhone 16,Watch Band,Gripp 45/49mm Dual REVERSER watch strap - Grey/Orange,1,3.3936843534182887e-06
iPhone 16,Apple Pencil,Apple Pencil Tips - 4 pack,9,3.05431591807646e-05
iPhone 16,Other,7 IN 1 MULTI PORT HUB(HUB)(COLOR SILVER),1,3.3936843534182887e-06
iPhone 16,Case,Gripp Matrix MagSafe Case for Apple iPhone 16 Pro Max  6.9  - Gold,1,3.3936843534182887e-06
iPhone 16,Watch Band,Gripp 45/49mm GLEN watch strap - Black,1,3.3936843534182887e-06
iPhone 16,Cable,Pulse 1.2m  Sillicone lighting cable,1,3.3936843534182887e-06
iPhone 16,Cable,240W USB-C Charge Cable (2 m),2,6.787368706836577e-06
iPhone 16,Case,Pulse Newton Magsafe Case for iPhone 15 Pro-Grey,1,3.3936843534182887e-06
iPhone 16,Case,Tucano Satin iPad Case iPad 10th Gen  2022  10.9 -Blue Black,9,3.05431591807646e-05
iPhone 16,Case,PULSE Aluminium Rugged Magsafe Case for iPhone 16 Plus-Matt Grey Blue,10,3.393684353418289e-05
iPhone 16,Case,PULSE Aluminium Rugged Magsafe Case for iPhone 16 Pro Max-Matt Black,9,3.05431591807646e-05
iPhone 16,Case,iPhone 16 Pro Silicone Case with MagSafe - Denim,8,2.714947482734631e-05
iPhone 16,Cable,Apple USB-C to Magsafe 3 Cable  2 m ,8,2.714947482734631e-05
iPhone 16,Watch Band,Gripp 38/40mm stainless steel watch strap - Rose Gold,8,2.714947482734631e-05
iPhone 16,Case,Tucano UP Plus case for iPad Air 13  M2  2024  - Black,8,2.714947482734631e-05
iPhone 16,Case,nmaxn iPhone 15 Plus Case 750 Series Capsicum Red/ Handmade - Fully Covered / Nature Pattern  AP-15PL-7504,8,2.714947482734631e-05
iPhone 16,Other,GrippÂ MagSafeÂ CardÂ HolderÂ With Stand- Blue,9,3.05431591807646e-05
iPhone 16,Case,Pulse Armor Magsafe case for iPhone 15 Pro Max Black,9,3.05431591807646e-05
iPhone 16,Charger/Adapter,USB-C Digital AV Multiport Adapter,9,3.05431591807646e-05
iPhone 16,Other,BuddyPhones Explore Plus Foldable with Mic   Rose Pink,8,2.714947482734631e-05
iPhone 16,Case,Pulse TANK Gradient Magsafe case for iPhone 15 Pro Max-Blue,8,2.714947482734631e-05
iPhone 16,Case,Pulse Super crystal magsafe case for iPhone 15-Black,8,2.714947482734631e-05
iPhone 16,Other,Beats Pill - Wireless Bluetooth Speaker - Champagne Gold,8,2.714947482734631e-05
iPhone 16,Case,Pulse Newton Magsafe Case for iPhone 15-Blue,8,2.714947482734631e-05
iPhone 16,Case,Gripp Element Case for Apple iPad Air 11  2024    Black,8,2.714947482734631e-05
iPhone 16,Watch Band,Gripp 42/44/45mm REVERSER watch strap - Grey/Black,16,5.429894965469262e-05
iPhone 16,Case,Tucano UP Elements case for iPad Air 11 M2  2024 -Blue,8,2.714947482734631e-05
iPhone 16,Case,Pulse Vegan Leather Case for iPhone 16 Pro Max-Black,8,2.714947482734631e-05
iPhone 16,Other,PW  MS-LTHR-BLACK-ALUM-BLACK-BK-GNFR,26,8.82357931888755e-05
iPhone 16,Watch Band,Devia SPORTS BAND 44MM/42MM (BLUE HORIZON ),8,2.714947482734631e-05
iPhone 16,Keyboard,Magic Keyboard USB-C,8,2.714947482734631e-05
iPhone 16,Case,Logitech Combo touch backlit keyboard case with trackpad 12.9 - NEW,8,2.714947482734631e-05
iPhone 16,Other,Belkin GLASS EZ TRAY APPLE DEVICE 12 Pro Max TEMPERED PRIVACY AM 6.7,8,2.714947482734631e-05
iPhone 16,Case,Gripp STYLEUS Case for Apple iPad Air 10.9 Black,8,2.714947482734631e-05
iPhone 16,Case,Pulse Vegan Leather Case for iPhone 16 Pro Max -Brown,8,2.714947482734631e-05
iPhone 16,Watch Band,Gripp 41mm REVERSER watch strap - Grey/Black,8,2.714947482734631e-05
iPhone 16,Case,Gripp Armor Case for Apple iPad Pro 12.9 2020 - Black,8,2.714947482734631e-05
iPhone 16,Case,Pulse Vegan Leather Case for iPhone 16 Pro-Blue,16,5.429894965469262e-05
iPhone 16,Watch Band,Gripp 45/49mm BRUT watch strap - Blue/Grey,8,2.714947482734631e-05
iPhone 16,Watch Band,Gripp 45/49mm SOLO watch strap - White,8,2.714947482734631e-05
iPhone 16,Watch Band,Gripp 38/40mm stainless steel watch strap - Gold,8,2.714947482734631e-05
iPhone 16,Case,Pulse Vegan Leather Case for iPhone 16 Plus-Brown,9,3.05431591807646e-05
iPhone 16,Case,PULSE Aluminium Rugged Magsafe Case for iPhone 16 Pro Max -Matt Grey Blue,8,2.714947482734631e-05
iPhone 16,Other,Gripp MAGRING MOUNT - Purple,8,2.714947482734631e-05
iPhone 16,Case,Gripp Clear MagSafe Case for Apple iPhone 14 PRO Max (6.7) with Black Ring - Clear,8,2.714947482734631e-05
iPhone 16,Watch Band,Gripp 42/44mm stainless steel Metal watch strap - Rose Gold,8,2.714947482734631e-05
iPhone 16,Case,Apple Watch SE GPS 44mm Silver Aluminium Case with Denim Sport Band - M/L,8,2.714947482734631e-05
iPhone 16,Other,46mm Blue Cloud Sport Loop,8,2.714947482734631e-05
iPhone 16,Watch Band,Gripp 40/41mm TUTONE watch strap - Grey/Black,8,2.714947482734631e-05
iPhone 16,Case,iPhone 14 Plus Silicone Case with MagSafe - Chalk Pink,8,2.714947482734631e-05
iPhone 16,Other,Tucano Second Skin sleeve designed especially for 13.3  and 14  notebooks - Blue,10,3.393684353418289e-05
iPhone 16,Case,Panzer HardCase iPhone 2022 6.1 Pro Hard Case Clear,8,2.714947482734631e-05
iPhone 16,Other,Ultrahuman Ring AIR  Raw Titanium  Size 9,8,2.714947482734631e-05
iPhone 16,Case,Pulse Vegan Leather Case for iPhone 16 Pro Max-Blue,8,2.714947482734631e-05
iPhone 16,Watch Band,Gripp 42/44/45mm REVERSER watch strap - Green/Blue,8,2.714947482734631e-05
iPhone 16,Cable,Powerup 4IN1 1.5m Cable - Black,8,2.714947482734631e-05
iPhone 16,Watch Band,46mm Midnight Sky Nike Sport Band - M/L,8,2.714947482734631e-05
iPhone 16,Watch Band,Gripp 42/44/45mm REVERSER watch strap - Camel/Blac,16,5.429894965469262e-05
iPhone 16,Case,HYPHEN DURO Drop Case - iPhone 15 Pro Max - 6.7 10ft Drop-Tested Case,8,2.714947482734631e-05
iPhone 16,Other,13-inch MBA M2 8-core CPU and 8-core GPU  256GB - Space Grey,10,3.393684353418289e-05
iPhone 16,Case,RIVACASE 8630 black Laptop bag 15 6 / 6,8,2.714947482734631e-05
iPhone 16,Watch Band,Native Union CLASSIC STRAPS FOR APPLE WATCH 40MM-BLACK,8,2.714947482734631e-05
iPhone 16,Case,Gripp Clear MagSafe Case for Apple iPhone 16 Pro  6.3  with White Ring - Clear,8,2.714947482734631e-05
iPhone 16,Watch Band,Gripp 45/49mm SOLO watch strap - Grey,9,3.05431591807646e-05
iPhone 16,Case,Gripp STELLAR MagSafe Case for Apple iPhone 16 Pro  6.3  - Black Matte,10,3.393684353418289e-05
iPhone 16,Case,PanzerGlass SilverBullet ClearCase for iPhone 2021 6.1 Pro Black  AB,8,2.714947482734631e-05
iPhone 16,Case,IPHONE 15 PLUS CL CASE-ZML,8,2.714947482734631e-05
iPhone 16,Case,Gripp STYLEUS Case for Apple iPad Pro 11 2021 - Black,8,2.714947482734631e-05
iPhone 16,Case,RIVACASE 5123 red MacBook 13 sleeve / 12,8,2.714947482734631e-05
iPhone 16,Watch Band,Gripp 45/49mm BRUT watch strap - Beige/Yellow,8,2.714947482734631e-05
iPhone 16,Case,Gripp Holdit MagSafe Case for Apple iPhone 16 Pro Max  6.9  - R.Gold,10,3.393684353418289e-05
iPhone 16,Watch Band,42mm Plum Sport Band - S/M,8,2.714947482734631e-05
